,funny,useful,review_id,text,business_id,ID_bus,stars,date,user_id,cool,polarity,subjectivity,food_sentiscore,food_total_business_score
3835,0,0,fW76LaPHA8YBuF4uW13uNw,what great experience everything here star food service ambiance much missed went super hungry left super happy food food caprese which pesto have been best ever stuffed peppers sweet savory tastes like made with love from scratch pizza joanna pepperoni sausage added some fixins sauce amazing have already told people hope tell more nothing better than value experience look forward being regular here knotch,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,5,43304.712118055555,LqXBNCAVKzw1u1YLKRD4pg,0,0.45512820512820507,0.5238658777120315,0.0006327111673521037,0.034482758620689676
3836,0,1,86PwhGelBwnyYlz0WI40hQ,havent been here while because live away lived closer spending more money this establishment because best vegan restaurant been phoenix guess start with most okay thing which didnt love wasnt grossjust reminded more style vegetarian food used vegan missed pizza greatly pizza here when tastebuds were still vegan oriented told that pizza good though still havent vegan pizza that supasses pizza with real cheese ordered salad here once unfotunately cant remember what type salad what remember that liked that tasted fresh nothing worse than salad greens which this have hummus rich nice touch chipotle they dont make gross some other places mean when mediterranean middle eastern restaurants make hummus some reason they usually their make unhummus like unappealing possible this hummus isnt exactly like that found mediterranean restaurant direction that veers standard hummus path tasty direction pointlessly nauseating buffalo wings salty flavorful love vegan ranch dressing that comes with them tried make home havent quite figured they make dressing good wish there green cookbook help with this tsoynamis make perfect vegan junk food just like dairy queen minus cream whatever dairy queen uses also enjoyed chocolate peanutbutter here once twice wouldnt call green healthy tasty people brought here omnivores enjoyed well,5FIOXmUE3qMviX9GafGH-Q,5FIOXmUE3qMviX9GafGH-Q,5,40605.231157407405,Q-FdDMfx3-9lnsfRySfIKA,0,0.2624665775401069,0.5018382352941175,0.00031635558367605187,0.004745333755140778
3843,2,1,MYwqkMSRO0FJJjCUSTKgyA,dusty groceries every italian deli used work very picky sicilian that pizza restaurant cleanliness right next food quality freshness this place same overpriced knows long they have been sitting canned stuff others have find this very appetizing sandwich would have liked fresher loaf bread meat good ended overly chewy roll overpowered sandwich,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,3,41511.1159375,pJOBsqwDwCO0knE6J8HZrQ,0,0.15957142857142856,0.41407142857142853,0.0006327111673521037,0.03353369186966151
3846,0,0,S-_1fy7keDWZQpfu-tnPZA,needed feed mens softball team during late night softball tournament near victory lanes park called ahead server said that they could seat whole team with problem little they know that party well amazement they section ready team people staged cater needs they promptly gave entire team large glasses water wthout asking knowing that were heat then gave everyone ample time select what they wanted unfortunely cook ordered wings once along with pizza sandwhices salads must have been sooooo overwhelmed guess what food came expected with zero issues wings were absolute bomb much meater than what from wild wings native yorker they even have same sauces that would find those chain resturants honey favorite they were bomb will definetly take team back during next tournament,w6frk94BwGwxenre_zeXUg,w6frk94BwGwxenre_zeXUg,5,41465.19930555556,tY_gPCz64YLxMIkVhcssAQ,0,0.07511904761904763,0.4319047619047619,-0.00031635558367605187,0.004112622587788674
3848,2,1,o0lQ5wbvGnIE0E3R_zz87Q,start saying really used like fired piethat until today walked order pizza took minutes waited only line once girl came over very nice down veggies passed another person just okay then cashier small girl side knots hair very rude only others watched waited pizza people ordered after their pizza before once pizza gave dine even thought told check that reminded that order took back from boxed tossed across counter once smile apologize anything fired raised their prices would willing these prices service good have best food around service sucks people will back will start going blaze just down street,iNbAht5CVY4KH_cympbHMA,iNbAht5CVY4KH_cympbHMA,2,42831.81019675926,rL3Cm2R8AqLydFIS7onSAA,0,0.15493055555555557,0.469236111111111,0.00031635558367605187,0.0031635558367605187
3849,0,1,qON6-22xXUEO_J44lT2giw,happy hour good free munchies area like cheese crisps mexi pizza quesadillas chips salsa anytime cheap domestic drafts margaritas good other food perty good sides pricey side guac like bucks right time,jqAdZf9PJo8lsRskc6T1Sw,jqAdZf9PJo8lsRskc6T1Sw,4,39673.934895833336,Zv4rK8gm23gZ4ZnZFHsKpg,1,0.428968253968254,0.5900793650793651,0.0006327111673521037,0.0015817779183802593
3850,2,4,eATda3s0vKSbg7-v5XdKAQ,driven past this place million times always wanted check friend mine this place bigger than looks from outside nice trendy place with purchase along walls server sandwichmaker barista only cute friendly menu here more than adequate with tantalizing items ordered pizza pesto with sausage docs choice sandwich food came approx brought pizza fantastic definitely wasnt expecting that good also ordered black white iced mocha served huge starbucks aficionados think venti little more awesome well prices reasonable mine apparently they have live music here certaindays they have expansive beer selection will definitely coming back here,wHq1efQVz17338k_aUOX3w,wHq1efQVz17338k_aUOX3w,5,41080.1000462963,,3,0.23710542929292933,0.5548611111111111,0.0,0.00822524517557735
3853,1,2,EJXgARGb4PGZEmpvD_lXog,almost friday night just ordered delivery were told would approx hour thats just fine worth wait take word this prob totally guessing time weve ordered take from pizza heaven neighbors turned phbistro about years when moved into hood employees take your order over phone friendly nice people deliver food really good usually pizza have friends over sometimes pasta weve never experience here time when should believe every review read yelp absolutely believe this real paid compensated anyone ever asked write review after years think about time wrote,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,5,42385.21642361111,lujb7W3v234nworIEmyIHA,1,0.28240740740740744,0.5444444444444445,0.0006327111673521037,0.03511546978804175
3856,0,5,4jtGIPhble3AS8ASdAoPUQ,whats like about this great little pizzeria tucked away next handlebar this cozy place charm would expect from owner that passion creating authentic italian experience have visited bosco several occasions since opening have find flaw service food having owner personally wait always nice touch locally owned restaurant bill makes sure that always feel welcome appreciated bosco excellent wine list that compliments eclectic selection wood fired pies including refreshing procecco that really hits spot warm arizona evening these guys even produce their sparkling water complimentary house marinated olives artisan bread baked fresh daily make nice start meal while boscos version caprese salad will make think youve died gone heaven fresh local ingredients bosco uses makes difference this starter bursting with flavor chef dennis mastro pasticciere bosco turning crispy crunchy deliciousness from degree wood fired oven obvious this aint first rodeo happy explain technique anyone lucky enough grab front seat watch action pizzas serves nothing short amazing biaggia goat cheese proscuitto really took surprise become favorites last night domenica spicy sausage leek pizza that redefined opinion what sausage leek pizza should there pizzas less adventurous encourage bosco website take look menu then call reservation experience this outstanding scottsdale treasure support your local restaurants folks they what gives city uniqueness,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,5,41132.59111111111,y2DYBLXWISVYqq3fKQO5bA,1,0.2683558558558558,0.4814564564564564,-0.00031635558367605187,0.034482758620689676
3857,0,3,t6ZjHjYEOFGmQ6Fos0916g,really really want give pizzeria bianco better review rating cant after hype weve heard from people stopped dinner were promptly seated tastefully decorated restaurant waiter took drink order quickly decided margherita pizza someone gave beautiful little bowl olives watched waiter other waiters give various tables bread sure ordered wrong thing didnt come with bread waiter careless never bread pizza came quickly enough server didnt give plates after pizza came watched waiter sell desserts table immediately next definitely that received food wait until flagged down busboy asked some plates before could this took minutes pizza lukewarm time tried pizza delicious crispy thin beautiful crust fresh toppings although would have liked more basil leaves thats minor after sitting around minutes longer trying catch waiters stopped sell dessert tried tiramisu which excellent best ever came with little fresh fruit beautiful whipped cream loved finally bill left didnt like poor service part waiter like cramped seating there gentlemen perhaps manager walked couple tables loudly greeted regular customers important also greet customers service food instead behind area loudly discussed scheduling employees just didnt make nice dinner atmosphere want other location perhaps service better overall beautiful wonderful food subpar service itll awhile before back,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,3,41479.259618055556,CEoMgtYwcskmU6VOeDAwVw,1,0.23816137566137563,0.6036833536833537,0.0006327111673521037,0.029737424865548902
3858,0,0,n5KG3Qi5SfxUnQfs1QZhfg,very nice dining experience great place young kids brought year girls they enjoyed food however have picky eaters pizza most friendly option very nice ambiance service fabulous menu featured various options from entrees pizza light fare will back again,PxTKXsdYqoFHWAG2amz0XQ,PxTKXsdYqoFHWAG2amz0XQ,5,42716.07730324074,K7PZLo-1fMX4sl9AGQ_Mlg,0,0.42136363636363644,0.6409090909090909,0.0,0.014552356849098384
3861,0,2,2GKHwByrvDUCpqoXMCbSGw,first time oregano disappointed crowded where difficult table especially when other guests sharing booth seat keep pushing where couldnt breathe floor wasnt clean didnt even need look your foot stuck ground enough knowthe people that came after received there food before minutes later finally food server being nice tone made noticeable that sarcasm when food came guacamole looked unappetizing coloring dead giveaway that wasnt going when asked have batch they just gave side avocado then pizza cold ordered salad would assume that dressing came with charged cents ranch awkward other assistance without seeming bothersome overall complete waste money,dUffgo9Lh_Vk9TLuFR5ywg,dUffgo9Lh_Vk9TLuFR5ywg,1,42491.083287037036,LbDxyw0KvaZHTYuYMcr1-Q,0,-0.14351851851851852,0.6018518518518519,-0.00031635558367605187,0.032584625118633366
3864,0,0,IRQGcIkLJoMk_w2-AzkrnQ,meal last night made heart sing sicilian wine favorites glass starters ordered escarole citrus salad with fennel perfect blend partner most exquisite grilled asparagus they were first season tender slightly crispy tips with olive lemon shaved pecorino then ordered margherita pizza bianco with arugula food outstanding service excellent worth mentioning they clearly care about food customers bravo chef maitre servers,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,5,42035.758414351854,YVBqO6KZocq3j2G8reFyjA,0,0.44833333333333336,0.5424999999999999,0.0006327111673521037,0.029737424865548902
3869,2,2,ZVuAdoZbAzFjIhPMfeBdMQ,friend stopped here around saturday night there host down weirdly long hallway dining room with people families immediately felt place like sitcom waitress arrived quickly took orders shared fried zucchini alfredo friend chicken lasagna food came relatively quickly zucchini amazing fried perfection then soup that came with pasta minestrone italian wedding flavor noodles were soft they disintegrated mouth next came pastas size pretty underwhelming considering price figured okay tastes good which sauce rich flavorful pains that think they used jarred sauce least mixed with their sauce either just wasnt great sure lasagna didnt complain also bread rolls that tasted okay outside like rock service friendly though that combined with zucchini gives this place stars might come back just pizza wings zucchini which everyone else restaurant eating,dSEcQPPUlATxZf5pvN_t5Q,dSEcQPPUlATxZf5pvN_t5Q,3,42266.90730324074,0ibkznjKzGlySB12WIn82w,1,0.2029100529100529,0.47989417989418,0.0,0.006643467257197089
3870,0,1,2gggi5ReIfY-a2GJc96YjA,food here outstanding best pizza places valley here time however service staff gets overwhelmed easily hard refills sometimes weve waited long time bill more than once there doesnt seem good reason delays food aces they have terrific options vegans unlike most pizza places edit there tonight really really busy they much better attending added star fair minded person food really aces,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,4,42932.111875,F8V_vvOGnLi0-HR8-B1fqQ,0,0.36319444444444443,0.5513888888888889,0.00031635558367605187,0.03511546978804175
3873,0,2,vLzCKqLY96tAhueDzrha4A,first time here today party called ahead still waited minutes table then were seated outside under heat lamps twice them turned finally orders taken party their orders minutes ordered slice garden salad salad arrived quick warm obviously been while took pizza another minutes arrive getting ready leave without pizza pretty good nothing spectacular food decent would again disorganized service needs some work especially during lunch when people time limit there were servers patio they seemed clueless what going,dUffgo9Lh_Vk9TLuFR5ywg,dUffgo9Lh_Vk9TLuFR5ywg,3,40933.15523148148,,0,0.2583333333333333,0.6375000000000001,0.0009490667510281556,0.032584625118633366
3877,1,2,hXpUq7rChq0ea06ue_qJdQ,live next door were really looking forward their opening girlfriend went tonight were slightly disappointed keep mind exactly what they just open here were things that stuck from first visit toppings very clearly canned everything girlfriend chicken pesto meat looked like came chicken youd from costco added kalamata olives they were salty point where took them keep mind loves kalamata olives hawaiian pizza same could said pineapple other toppings hard gripe when youre paying little there something said about pizzeria that actually does real food prep highly recommend that they ditch meat veggies even drives price bucks because everything tastes very mediocre soda machine they have those touch screen machines that multiple flavors that come place these general when were waiting food watched proceed flavor dump mash screen with hands choose another flavor about times help appetite thankfully beers staff very friendly restaurant clean overall like what they have done that being said pizza needs something separate themselves from their competitors will definitely back just hope things improve,tWJWgm6o-FwwcxXa6G7l4Q,tWJWgm6o-FwwcxXa6G7l4Q,3,41761.12956018518,Dj1_YUaEGAu486WEu9a2fg,1,-0.040568181818181816,0.4276388888888889,0.0,0.008857956342929456
3880,0,0,gvPqHYEIbTwmgj-q0N_9-w,went here after soccer tournament reach saturday night around place packed problem with parking right table took about minutes server notice were there even though were seated there hostess were right front kitchen window hard miss food ordered fresh mozzarella fried cheese bread both were awesome least daughter kits spaghetti meatballs loved wife split pizza which good desert their doughnuts with carmel sauce these least were phenomenal wife hates sweets actually wanted another order they were good over atmosphere dark noisy great date night place food good have better couldnt beat freshness would back this place would seek personally biggest complaint sauce almost just tomato sauce seasoning other wise everything else good think they some staff saturday night which would explain delay service wouldnt skip this place wouldnt drive long here great place groups opinion,0PMKMyfX1j7Nc4esk1RaMg,0PMKMyfX1j7Nc4esk1RaMg,3,42351.78607638889,eg0O-sLtihJjznZMgWOSoQ,0,0.2981150793650794,0.5120039682539682,0.0006327111673521037,0.02435937994305601
3881,2,1,H20KNs7q0n_Wd92LnSjj_A,foods okay delivery normally best idea guys were close following instructions food still failed feel like your cooks worked disappointed some point hard read ticket know what person wants call customer make sure hope noone there raises holidays youre just step above guss pizza will never that place again wanted food made gotto mcdonalds terrorize their wanting asses,gp9ZESRRNLqWfgJtEzPThA,gp9ZESRRNLqWfgJtEzPThA,3,42716.00747685185,KrGbGShQn8X7_mbIUBcZRw,0,0.07314814814814814,0.39783950617283953,0.0,0.0015817779183802593
3885,0,10,eZBHjUhAlxsCUpZdGUfRlQ,brought boyfriend here date birthday were very surprised small decor cute tables were pretty close together liked homey family feel restaurant have reservation would recommend getting plan eating there high volume time still wait minutes waiter very attentive helpful started with just bread honestly wasnt anything special good really enjoyed seasoning balsamic that came with couldnt decide whether wanted pasta pizza settled sharing both pasta pizza waiter suggested that bolognese pasta that came first sauce tasty pasta with cheese inside cooked perfectly really awesome when pizza came were little weary because didnt look like anything special were wrong sooooo good whole pepperoni half sausage half black olives pizza hands down best thing have this city recommend anyone enjoys pizza boyfriend especially happy because family italian very picky about what italian food likes loved this food prices were well worth food expensive great date night live scottsdale will definitely making trip chandler here every once whilewith reservation course,EgwGTDZ705TwudPJwAY0yQ,EgwGTDZ705TwudPJwAY0yQ,5,41388.19045138889,c9GW-ITFLh5aJXnin0l61A,1,0.26871496348769075,0.5703559403559404,0.0006327111673521037,0.010123378677633658
3886,0,5,_Tu672d6iZ9xy4pdyFv6BQ,friend david arrived oreganos around noon weekday hoping there would outdoor seating natural light much better than fluorescent lights food photography luckily there were open tables back patio were showed immediately table protected from umbrella david quite surprised fact that didnt have wait past waited anywhere from minutes over hour table oreganos notoriously busy notoriously slow service aside from being huge menu packed full dishes surprisingly there mozzarella sticks listed under appetizers instead pick from items like stuffed mushrooms italian guacamole each averaging around passed appetizers going right heartier stuff david suggested have pizza past really enjoyed considered getting whole which available thin deep dish crusts specialty pizzas oreganos particular inventive take frisco example tomato cream sauce covers this baby topped with spiced feta cheese bacon diced roma tomatoes cheddar cheese grandma rosemary chicken potato this family favorite made with pepper pesto grandmas special roasted garlic chicken diced roma tomatoes gorgonzola sliced potatoes havarti four cheese blend caramelized onions fresh rosemary david also ordered small dinner salad share waiter explained that salad would take longer than pizza said have things timed that salad pizza would arrive same time after orders watched other tables were served their food number other diners ordered salads each which appeared contain serving greens more suited giraffe fewer tables ordered pastas couple options there looked pretty good such ricotta were ordering ravioli large ravioli stuffed with ricotta other italian cheeses slathered with meat sauce then baked with cheese just thinking about makes want play frisbee youre hungry enough flying disk stuffed pasta some layers instead four different lasagnas priced seem like good options those willing wait minutes special dish chicken lasagna piques interest while artichoke version combines unusual ingredient very traditional dish wouldnt expect that sort risk chain restaurant phoenix places good know that such options available addition pizzas pastas oreganos covers another base sandwiches sandwiches seem pretty typical what youd find your local college pizzeria meatball italian subs terms quality though these sandwiches appear step above university pizza wings likes which deliver drunk coeds until oreganos subs served rolls focaccia time finished daydreaming people watching half hour later food arrived small salad really anything still leftovers small salad would probably good side three people fresh mixed greens contained nary brown leaf topped tomatoes onion rings surprisingly large portion crumbled gorgonzola salad different take house salad didnt fill much salad pizza sitting front each pizza turned quarter full each massive slice served large circular pizza tray matter pizza pretty darn good crust very thin crackery bottom less char than prefer cheese mild chewy stringy toppings fresh plentiful amount sauce have been much also found sweet marinara sauce doesnt satisfy your sweet tooth dessert oreganos will pizza cookie half pound cookie topped with three scoops vanilla cream this dessert easily enough four people while oreganos food above average food worth epic waits common table restaurant rush oreganos last place want leisurely night when dont mind waiting long table meal head back oreganos friendly service reasonable prices above average food,dUffgo9Lh_Vk9TLuFR5ywg,dUffgo9Lh_Vk9TLuFR5ywg,3,39358.22650462963,zber_P5VmIfME58c0hJe0w,1,0.09669706180344477,0.493857649442756,0.0,0.032584625118633366
3887,1,4,cr7swYKgBhLLsLHUjhUPYg,pizza heaven been list quite some time honestly havent gone because initially thought would more comfort food side rather than healthy quality food wrong last saturday night after over worked myself body just needed some carbs decided finally give pizza heaven hesitant first asked waitress many questions diet vegan always used fresh quality food couple months dropped sugar diet well hesitant vegan cheese because stated that wasnt sure contained sugar waitress amazing brought folder that ingredients foods that they vegan cheese brand follow your heart have added sugar genetically modified ingredients started more opened this menu decided order vegan calzone mushrooms onions spinach gosh delicious also huge will have lunch days calzone bread amazing only contained four ingredients sugar being them topped with evoo butter just vegan could sauce amazing complimented calzone perfectly talked owner quite wonderful informed that french fries fried same frier where wings other meat products fried that beyond amazing because many restaurants will invest separate frier accommodate their vegan population even cooperate restaurants know this fact also uses purified water when cooks very passionate about business quality ingredients cannot wait back this exactly what body needed last saturday really enjoyed experience amazing food,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,5,41987.77877314815,l_ZWV8uvBVBKCvMNt7NtkQ,1,0.342258064516129,0.6130824372759855,0.0006327111673521037,0.03511546978804175
3888,1,2,B8rA7FRjwRAIsSHkOAGRjQ,really great restaurant this deserves said first best vegan vegetarian tempe going best tempe list anonymous followers yelp know love meat when make plans green excited because food great despite fact that there meat they just make great food green usually fruit flavored sodas that come glass bottles from refrigerators next where your order your food never that tasted good trying them maybe start worrying about sugar intake tsoynamis really good closer dessert than drink wings were suggested first visit which seemed daring vegan restaurant they were great them time would recommend vegan pizza unless know what getting yourself into mostly vegetarian daughter lives cheese mushroom pizza couldnt stomach vegan verity crab puffs peanut tofu appetizers vegetarian wife gets whatever wants doesnt have about unmentioned ingredients which have been told rare liberating experience layout interior provides friendly inviting atmosphere usually snag couches from aspiring artist usually decorate walls bathrooms offer really cool sinks opposite wall mural made used claimed materials like daughter always questions about those doors real what that which gives chance point that using even better than recycling although both have merit more visits green sure daughter will know what talking about tempe location original location better than your phoenix location there said maybe should phoenix location first,5FIOXmUE3qMviX9GafGH-Q,5FIOXmUE3qMviX9GafGH-Q,5,40864.20077546296,YvYr6FhVnzGEP7WVYoWUJw,1,0.3356060606060606,0.4511784511784512,0.0,0.004745333755140778
3890,0,5,WeMB8O77-n8EtAUk77k5bA,sure where negative reviews come from weve been coming here years probably total meals only think experiences that were just mediocre none that were this place amazes because buffet places where food actually consistently good fresh many their dishes always served they also rotational dishes based around specific themes limited times that keeps menu from getting stale salad long enough yard dash veggies accompanying toppings countless plentiful quantity salad just starter they also have food stations that serve rotating dishes various pasta sweet baked potatoes pizza multiple breads muffins desserts drinks choice soup thats outstanding their soups very good made house what like best value find coupons different deals family meal deal that feeds adults kids flat drinks cant find better selection healthy choices anywhere less sweet tomatoes expecting michelin star dining experience will disappointed expect lots good fresh dining options great price will pleased with your choice here plan visiting regularly kids drink cups they offer free refills future visits,NZAxQxXH0YkSzPOKd_Nv-w,NZAxQxXH0YkSzPOKd_Nv-w,5,41124.69163194444,ZvNP4yV-3fz1MTlBWcUI9g,0,0.18961484593837533,0.5280981110392875,0.0,0.00031635558367605187
3892,0,0,TdmWvIK55L1Knwd78a899g,topgolf great place social gathering with your friends family coworkers concept topgolf pretty cool definitely level golfers points different shots that make compete against people with dont even driving range often still very entertaining there floors that play were first floor while play there music that keep entertained while waiting your turn went with some guys from office played hours great time competed against each other bragging rights great place relax some golf balls drink some beer some good food ordered chips guacamole flatbread pizza buffalo chicken rolls chicken quesadillas overall food very good mention they have good beer selection bottles they also have pool tables shuffle board inside want hang drink after your game over unfortunately only visiting scottsdale wont able return back town will definitely come back youre looking place hang have with friends have birthday party celebratory together topgolf great place that,1qwkbN3wu3AGDxMTXVz2gA,1qwkbN3wu3AGDxMTXVz2gA,5,42062.225810185184,Qq-gZ8HVKsYLLvOrKgFH3A,0,0.24243055555555557,0.5766666666666665,0.00031635558367605187,0.0015817779183802593
3893,0,0,JjUv327WZrychQdHfAk1Xg,great place dinner down around place pretty empty saturday night however minutes later crowd came nowhere owner friendly personable from what witnessed genuinely good manager checked multiple times went make feel welcome table world margherita pizza chicken marsala lamb shank cowboy last least ooey gooey butter cake dessert literally best everything phenomenal even food presentation well thought visually appealing would definitely recommend,PxTKXsdYqoFHWAG2amz0XQ,PxTKXsdYqoFHWAG2amz0XQ,5,42891.327997685185,MpowteApggHMy4D8Mudspw,3,0.23559027777777775,0.4847222222222222,0.0006327111673521037,0.014552356849098384
3897,0,0,58qE7-EagcUfYSaPNUM1hg,went with large group birthday event very pleasant staff excellent food taste types pizza dough albacore veggie wrap service wonderful plan come back often,wHq1efQVz17338k_aUOX3w,wHq1efQVz17338k_aUOX3w,5,43149.16824074074,LN-6w52NOQVBPpAvS18eMQ,0,0.6335238095238095,0.6857142857142857,0.0006327111673521037,0.00822524517557735
3898,1,4,TcG-hoYPxvRCH-wo6rQ9PA,ordered delivery spaghetti terrible weird taste effort cheese pizza thick chewy dont know this place stars maybe dine this place delivers star quality food pizza hell,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,1,42036.25056712963,d5lghZT3noe5nATr3sj6MQ,0,-0.6,0.8250000000000001,-0.00031635558367605187,0.03511546978804175
3900,6,13,IGR3O_1DIqFJJe_Pv8144w,friday night were exhausted decided call movie night movie night isnt complete without pizza course usual pizza delivery place rosatis decided switch pizza recently took over local neighborhood spot mamma gave whirl ordered small pizza with mushrooms artichoke hearts along with greek salad pizza good best that ever trick their ranch gets stars sure salad great loaded with veggies feta also loved dressing that came with small pizza greek salad bill including delivery think that little steep amount food that ordered guess being lazy delivery speedy though which plus since convenient hood sure well order from here again,83cVpTJNyzv9lJ20vzBgdg,83cVpTJNyzv9lJ20vzBgdg,4,42410.797939814816,e6iCOIhtupBCiw-VwBvJ4A,10,0.15955882352941178,0.4781045751633987,-0.00031635558367605187,0.004112622587788674
3902,1,2,vwCDH8Mr8xvgbe0-hR97yw,perhaps reason three star review expectations this triple eatery were little high wife stopped quick lunch errands meal nothing quick after waiting online about half hour place order waited good minutes before being brought half ordered meal cold after sending back getting quick apology wifes calzone came calzone about what would expect cheese pepperoni dough cooked perfectly actually quite delicious then sandwich which featured diners drive dives return while praised several reviews here gods gift earth felt like nothing really that special little much bread homemade sausage while flavorful that unique mild seasoning ordered sausage food probably four stars quality just higher expectations after reviews segments word mouth with respect interior place crowded cute queens features italian markets that carries specialty items that look quite interesting personally huge people looking over your shoulder view items while each return will planed take order order bakery antipasto looked really appealing sandwich pizza more likely something closer home with abundance high quality pizza phoenix arizona overall pretty damn good just that good,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,3,41826.90961805556,8wgT6-ixwqmkX8EJWu8PBQ,0,0.23366071428571433,0.5057738095238095,0.0,0.03353369186966151
3905,0,0,0iFnpfv8NZTXjY6WzlKDzA,love love love this place boyfriend come here least once month food amazing usually costa burrito strawberry french toast brizza breakfast pizza today wanting something healthier tried apple power pancakes they were most excellent super filling staff also extremely friendly helpful nice inside friendly patio overall great experience,8Zqh2jwtncA3N4fWEMTvZQ,8Zqh2jwtncA3N4fWEMTvZQ,5,41954.81034722222,lAh2tfI7jyb51SQWtYIL7g,0,0.3688888888888889,0.551111111111111,0.00031635558367605187,0.009174311926605503
3907,1,1,H8hcNtUUqnwUWxJRJttr7Q,since still have gift card credit from christmas here there last time went tempe marketplace visit horrible only that experience that were using gift card haha tonight however alex took great care very nice attentive ordered water with lemon meal ordered pizza haha hungry food good also belgian souffl dessert excellent rich enjoyed service compared other location thanks alex taking care making next dinner location,MVg8_dWzoCtGjBvWCatjjQ,MVg8_dWzoCtGjBvWCatjjQ,5,41672.26091435185,6HM3Hm3gP0MJ8XN7IkRcRg,2,0.26866666666666666,0.5961111111111109,0.00031635558367605187,0.008857956342929452
3909,0,0,NSSYUHa-UsK53Zk67YduNw,ordered blown away never philly cheese steak sandwich with cheese whiz tasty sandwich bread soft fresh french fries were good theres nothing fancy about this place dont there expecting that went around lunch time despite being crowded service pretty quick sandwich fries were pricey over dont like paying that much junk food irregular regular considered pizza looked cold,Hpi9raHlFm6prTSzFHTurg,Hpi9raHlFm6prTSzFHTurg,4,40874.92393518519,KcXa27KaMt93L6fq_sbaug,0,0.14259259259259258,0.46965811965811965,-0.0006327111673521037,0.0034799114204365706
3910,1,9,E5PcHsPfErs7RxlVpzVaNA,start saying that star from hard will give anyone chance nights happen best have never been disappointed mexican food last night this first time been olivos were regulars very long time even organizing office christmas parties there quality food taste food service employees dedication taken severe nose dive over last years having been about years stupidly thought would give another chance with hopes that changes staff time would have made experience better restaurant that close spring training facility they should striving best attract clientele that will come back year after year word mouth scottsdale keeping business going have flashy restaurant fancy chef food service sucks will have been here many times over years last night most dreadful start with taking names front totally disinterested being there spelled name still spelled wrong when corrected ignored spelled again gave blank stare said kind half assed sorry didnt change continued riveting conversation with that must have felt interrupted were seated back room patio ignored minutes menus drinks waitress obviously slammed because running back forth whole time covering inside patio another dining room noise level loudest ever been salsa tomato water substance fresh lime margarita almost tequila strongest taste bottled lime juice ever food awful ordered cheese crisp daughter took bite said gross tried right coming cheese immense tortilla burnt brushed cheese crisp thinking hoping just night when steak picado beans rice were worst ever rice tasteless clumped together beans were crusty flavor they have huge puddle forming steak fine after having tried rice beans stomach hurt couldnt husband ordered mexican pizza same puddle asked tomatoes covered tomatoes meat fine again tortilla burnt friend brought with barely touched burrito were unsatisfied even more upset when bill after telling waitress were unhappy will never back willing give them another chance last night there better restaurants choose from spend less money really good food,jqAdZf9PJo8lsRskc6T1Sw,jqAdZf9PJo8lsRskc6T1Sw,1,41347.79550925926,veeaBpjDwo-xfHSz3z3PWg,0,0.02130278526504942,0.45734052111410606,0.00031635558367605187,0.0015817779183802593
3911,0,0,B9YmDnq_dRnIpvBuXgEf9g,this place inside university phoenix building very convenient youre here class their prices super reasonable they make food pretty quickly quality isnt stellar pizza which customize with toppings want sauce tasted like ragu pizza just okay convenience price redeeming qualities here,jAO8qYbiYZNbmhK8Knr9Mg,jAO8qYbiYZNbmhK8Knr9Mg,3,42941.835335648146,zbahX7xiLbjWWM4_L43lhg,1,0.3208333333333333,0.5395833333333333,0.0006327111673521037,0.0006327111673521037
3914,0,2,Wj8hGb9nALz0Iy5bV_B8qg,food here perfectionits fresh deliciousthe hummus great starter love chicken schwarma wrap beef gyro pesto chicken pizza mediterranean chicken salad there about once week alternate between those choicesthey have great smoothies toomy coworker told carib peanut butter banana smoothie thought gonna awful perfectits enough small lunchthe open setting great staff niceit gets crowded patient worth,BgthHqiXot2s4Sd_xcI6DQ,BgthHqiXot2s4Sd_xcI6DQ,5,40640.10344907407,rKOVduk_kQpoIiom5lbBAQ,0,0.032142857142857154,0.6214285714285716,0.00031635558367605187,0.005378044922492882
3916,0,0,u2983qvb7cNYSjepRO7xSQ,chris bianco chipotle music festival couple weeks were very impressed with views food organic ingredients thought about sustainability decided check restaurant pizzeria bianco street amazing tried pizza margarita pizza marinara they were both excellent atmosphere restaurant decorations impression that made about chris style very well done recommended,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,5,42506.2084837963,Z9E2GbOku4H0f5IlhCh2vw,0,0.7000000000000001,0.7999999999999999,0.00031635558367605187,0.029737424865548902
