,funny,useful,review_id,text,business_id,ID_bus,stars,date,user_id,cool,polarity,subjectivity,restaurants_sentiscore,restaurants_total_business_score
4084,0,0,HVWWcY02nJYc9cYJ40zrHg,have known about this place quite some time theyre practically famous fact that they have entirely separate vegan menu relaxed unpretentious atomosphere refreshing most restaurants down town phoenix easily feel place walk with jeans shirt personal opinion self proclaimed crust snob pizza absolutely phenomenalwe mediterranean also could pass opportunity their vegan cheesecake made with cashew base decadent balanced hint cinnamon divine while were kept entertained wonderful tunes michael jackson journey many other classics while this wonderful rite what took experience above beyond when owner patricia came over table struck conversation what started simple like vegan cheesecake bake myself into amazing talk about passion restaurant food community years open shes obviously doing something right only lived closer would probably never leave second thought probably better that dont this place worth stopping even your,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,5,42881.01054398148,cz8kD4un4ldMHJotLy8EFw,0,0.22776052449965492,0.6006556245686682,0.003205128205128205,0.00641025641025641
4087,0,0,g-XIMV6hBu12SsuPISfAYg,visiting from california bill ultimate host food excellent salads were fresh awesome pizzas were crisp inventive wine delicious very reasonably priced served correct temperature boot great little space city full cookie cutter restaurants this unique recommend highly,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,5,42004.102997685186,qtLDcR5dXsit1fJAA0s8-w,0,0.44673076923076915,0.7720512820512819,0.003205128205128205,0.02884615384615384
4098,3,2,xnI-jeNeP4bzpGqpDvc4_Q,this place blows service slow grumpy pizza thin chewy overpriced rest menu small portions again overpriced nothing special tasting about anything served here either most tastes like stouffers frozen food italian gramma wouldve these guys head with meatball real italian restaurants opened area this place would sink like brick just like brick they stomach,EgwGTDZ705TwudPJwAY0yQ,EgwGTDZ705TwudPJwAY0yQ,1,40492.679710648146,-3ftjzYHSLAGAniH--GkyA,1,-0.013265306122448996,0.38877551020408163,0.0,0.009615384615384616
4111,7,9,mJPKtQBnXcTrRdH6smu6Mg,there those restaurants that when walk door know have found your place thing impossible what exactly gives this feeling when hits take note such case pizzeria bianco love this restaurant began years with first trip phoenix having just plane time kill before check stopped trader joes nearby grab some staples needing lunch vaguely remembering reading about chris bianco believe were enamored with canned crushed tomatoes before even came across restaurant decided grab bite that first meal perfect harbinger things come were taken place vibe food that there times days wasnt phoenix lack other good restaurants rather this place since then bianco must stop anytime phoenix food simply that good this review covers last visits simple local greens described super fresh mescalin lightly dressed perfect started table caprese often described mozzarella with seasonal preparation every time order either perfectly ripe yellow heirloom tomato with slices house made cheese mozzarella creamy firm texture tomatoes that perfect combination acidic sweet which cuts richness cheese basil leaves layer affair supplied bread perfect companion lightly dressed olive spiedini prosciutto check fontina cheese check fired oven served arugula check check check salty crispy taste prosciutto melds perfectly with rich gooey fontina hell sharing rich that arugula serves perfect palate cleanser between bites special salad this best frisse endive lettuce gorgonzola onion candied walnuts perfectly ripe peaches combined make best salads have ever everything played perfectly each other peaches things tied together perfectly dressed perfection each bite ordered procciutto melon honeydew cantelope combined with crispy prosciutto strips were interesting tasty take this classic melon again perfectly ripe crunchy were perfect pair salty crispy prosciutto parppardelle giant thick ribbons pasta cooked perfectly served with classic bolognese sauce sauce nice bite thick hearty suspect alot parmesan cheese went into pasta great mouthfeel another perfect dish artisinal spaghetti again perfect dente pasta served with classic pomodoro sauce sauce most ingredients perfect just right balance acid sweet something special pizza lets face dont beard award your salad imho pizza here elegant simplicity them couple that with premium ingredients have something special sonny tomato sauce fresh mozzarella salami gaeta olives each applied right proportions crust crisp doughy that makes sense perfect brininess olives plays richness cheese salami sauce good sauce does binds together wiseguy this nirvana take perfect crust wood fired caramelized onion lets ahead smoke mozzarella throw house made sausage have best pizza have ever tasted hard describe good this pizza really sausage nice fennel taste smokiness rich mozzarella simply fantastic combined with crust holy pavlovian reaction drooling margherita this humble usually what order when trying place super basic very clean impossible hide ingredients nice benchmark since pretty much universal bianco hits this park crust above sauce basil mozzarella perfect rosa wild card pizza pistachios pizza what worked pretty basic well with clean flavors pistachios provide nice crunch parmesan plays them generally front part from there watch them make pizzas decent draft beer selection well service super friendly point every time went scottsdale location that expanded menu quite frankly through most good,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,5,43106.88,T7UOTXOsi6ZdJkzy8czTMw,6,0.3987006079027356,0.6235992907801419,0.0,0.035256410256410256
4125,4,12,pKoG2TnS-zNLYfWXU6jTcw,really enjoyed certified local first fall festival with about local vendors restaurants shops feel good about spending your money with someone lives just down road from always love local business doing well thats what call winning sampled foods from urban cookies nami green culinary dropout spinatos pizza other random food stops which cant remember many samples were some were some spots even handed coupon discount come check their full menu local shop cant wait join next year more locals doing what they best providing great service personality local community happy yelping phoenix,mQmxM0uidU-DhiUKwZVx9w,mQmxM0uidU-DhiUKwZVx9w,5,41298.83255787037,8SgjU2fID9VqKQooFt1DIQ,12,0.2356280193236715,0.34987922705314,0.003205128205128205,0.003205128205128205
4198,3,4,cSywT0MQ2bOE94HFOeU5qQ,when lived tempe from family used frequently visit this devil location because always were impressed with quality food price service after returned living area after years living another state made point return hangout spot dont know what happened five years between visits quality fallen badly that nicest possible word poor quality began moment walked door host seemed about enthusiastic there when colonoscopy greets with many hello thanks coming welcome devil today even slight acknowledgement appreciation being there then have month percent restaurants visit least want booster seat high seat devil they bring after minutes damn thing without buckle keep safe then ordered appetizer meal after minutes waiting without interaction with waitress which four empty drink cups thirst began kicking woman comes notifies they really busy back give this excuse fair amount consideration there line people door however along with there other family there whom were dining already when arrived then finally pizza plates tosses pizza down front walks away when finally returns have plates which responds dont already have them suppose asked plates health they were already table must have been invisible ones that could noone else could topping pizza lukewarm like been oven half hour more finger full barbeque sauce entire pizza ordered chicken severely lacking toppings dont wrong dont expect pizza loaded company dump every ingredient they have spending dollars pizza sure hell dont want just dough crust nothing else least make damn sure thing barely warmer than room temperature beyond disappointed with this experience complains about every little detail generally easy person please such dont like hand negative reviews really will only experience completely undesirable this experience ranks just that wanted treated poorly upon arrival have lengthy unnecessary wait have basic dining items refills seat have just gone through drive through carls least there know food will conclusion couldnt wait back devil after five years will long time before back again,dSEcQPPUlATxZf5pvN_t5Q,dSEcQPPUlATxZf5pvN_t5Q,1,41742.08929398148,PAc5tV1UpbQmvxEHXKdNKg,2,0.028552009456264796,0.5332978723404255,0.0,-0.00641025641025641
4204,1,1,91vwvz-1OcxFa_pAVfyNmA,lived just south this shopping center months have been regular since whether shopping walmart eating many restaurants find myself happy valley towne center daily everyone talks about norterra when tell them where live well think this place better more useful overall best happy valley towne center rays pizza greek pita logans roadhouse jersey mikes shanes shack cold stone creamery starbucks lowes barnes noble sports chalet worst happy valley towne center mcdonalds inside walmart walmart olive garden carls applebees robin panda express fridays super cuts walmart cares bajio hall frames cares about these,6s5X0Z99JkimFIAtkdb04g,6s5X0Z99JkimFIAtkdb04g,4,40875.92292824074,U7NLhaVfOJrHb9XLsZbJnQ,1,0.20331890331890332,0.44493284493284485,0.003205128205128205,0.003205128205128205
4269,0,0,AdN0IKDlE8Quv0Cz_iMIwA,vegan love having vegan options they just changed their menu miss pizzas prices high find myself ordering much food when there appetizer meal drink amazing soynami dont care mock meats that seems direction these restaurants headed vegan because dont like idea eating animal products,5FIOXmUE3qMviX9GafGH-Q,5FIOXmUE3qMviX9GafGH-Q,3,41393.82256944444,fJRE84UDvsgxjlm2e3MU6Q,0,0.36500000000000005,0.5599999999999999,0.0,0.003205128205128205
4331,2,2,hCPF-wcYv0qLmGyK_BAg-g,great atmosphere happy hour menu prices patio happy hour service little slow everything eventually pizzas really light fresh menu this location pared down compared columbus sticking more core basics there still decent variety offerings they have some pretty cool different specialty cocktails both times been there manager stopped asked everything marcellas nice addition fashion square alternative major chain restaurants there,5SEwzlWlrxSVyZx3IgXwLg,5SEwzlWlrxSVyZx3IgXwLg,4,40140.690775462965,Rs-HbyVraRCP2X4ey1t-IQ,2,0.2924074074074074,0.6703703703703704,0.0,0.0
4351,2,2,amR382ydZwYW0osziLmg2w,cant believe taken visits this oreganos finally lazy type review this place perhaps overall indifference everyday ness quality this place that explains food stars service stars atmosphere stars parking star oreganos isnt terribly good falls middle average lunch dinner option portions here quanity does equal quality find infinitely better than most other italian chains barfy olive garden macaroni grill carrabbas quite level maggianos fornaio food here although there standouts alfredo dark pasta with poblano peppers lady scampi pasta pizza cookie whatever called italian fried potatoes that last item their cutesy name waffle fries being waffle whore that have these quite good baked sandwiches beefstro stuffed turkey being usual orders pizza well being thin crust lover find crust pizza heaven pizzeria bianco have better tasting texture almost little thin read cheap here kind like notebook paper know because tried salads here warned cant comment taste though because havent them swing jazz motif tomato sauce cans loud shirts charming campy kind what like most about this location they preserved damen herren bathroom signs from when used some kind bavarian wonderland among cons here parking nightmare sometimes hellish hour plus waits mondays even this place always packed understand there only parking spots here restaurant that easily seats over they must expect their customers carpool together mini vans even they should know that central phoenix would caught dead mini parking shortage caused nearby businesses post bitchy signage warning oreganos patrons park there resulting traffic boobytrap that drivers must dodge slowly moving cars waddling oreganos customers weave tiny parking leaks onto staff here always quick freakishly friendly cheery kind like drones jamba juice cold stone creamery kind cute borderline annoying that seems trite there plenty holes other restaurants complaining there have exactly great will back soon visit coming next week stalkers care phoenix fire department does here often fact when melinda sees fire engine parked outside always requests table close firefighters thinks those guys fuego,dUffgo9Lh_Vk9TLuFR5ywg,dUffgo9Lh_Vk9TLuFR5ywg,3,39182.91594907407,Yej5B4nd8PqpHMQcmCTDrg,3,0.14356884057971014,0.5478260869565216,-0.003205128205128205,0.02564102564102564
4358,1,0,1qLVCD21dQMiYXzU5Gc5pw,defalcos italian grocery best best fresh gets straight from deli been italian delis bakeries restaurants this tops list cant wrong with anything menu when asked cashier what thought would good said throw dart board happy wasnt kidding after youre done eating pick something from deli take home dinner ricotta mozzarella salami pizza dough tomato sauce raviolis name they probably have just wish closer home everyday,r5PLDU-4mSbde5XekTXSCA,r5PLDU-4mSbde5XekTXSCA,5,41298.7602662037,cIIloSzVVQBkW2-XuxCq9A,0,0.32999999999999996,0.45999999999999996,0.003205128205128205,0.01282051282051282
4364,0,0,cEIi9oinJ_moaKloe3Y24Q,were from northern california finding good pizza almost mission drove miles find bosco food disappoint outdoor patio seating nice bonus aware that scottsdale most restaurants button tight sure allow enough time order before closing arrived chilly reception person waiting splashed wine into glasses ended with some jeans plates dishes were removed without asking before finished eating since others yelp have praised service were chalking experience poor timing,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,4,42088.64497685185,ockk8AVdgSmxEwQZHmPD-g,0,0.15238095238095234,0.6138447971781305,0.0,0.02884615384615384
4370,0,2,j71lNzqe5yv_0Gs_yhiyBw,away pita jungle favorite hummus eaten pita jungle many time probably times last month this location food consistently very good there some things dont care menu they have some consistency issues lavosh pizzas been times when lavosh pizza topped with cheese that choke melted cheese goes down fills your throat been times when cheese just right guess fact that never been little good thing because variability that dish some other dishes dont care just stick hummus mention love their hummus lavosh schwarma wrap typically salad half wrap restaurant then have nice meal next roughly wrap cant wrong getting meals clean people without lots piercings tatoos working restaurants hygiene issues piercings pita jungle tends attract workers have more tatoos piercings other things just dont particularly enjoy ambiance goes that course very personal thing give them rather than stars that said willing with those things that actually really bother because love food haute cuisine this price point pretty darn good,p-8AMN9Q0qwym-3Pdle20Q,p-8AMN9Q0qwym-3Pdle20Q,4,40057.66751157407,zlf9A6EOSMsLPPi1k0VHiA,0,0.21676892551892554,0.5318437118437118,-0.003205128205128205,-0.003205128205128205
4375,2,7,DuMA6rU07_khtMUUYRyhiA,been wanting pizza heaven while huge down food decent great didnt even everything ordered when asked server about response take what didnt check think service horrible help myself their back area then check register front because server disappeared place empty here server when dont have anyone eating your restaurant should above beyond taking care customers wont back many other fantastic independent restaurants this city waste time pizza heaven again,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,1,42122.12708333333,SpwI8V8F199kF1s2i1PpZA,3,0.04900793650793652,0.43611111111111117,0.0,0.00641025641025641
4398,1,0,nsXAnIevsnvbEB05KMxq7A,found this place couple months hands down best pizza arizona come from east coast where pizza invented bosco pizza rivals best pizza restaurants there including pepes service always great pricing very fair bill owner super friendly cares about what does there magic because blend cheese sauce dough looking best pizza arizona better this place compare rest best,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,5,41744.964212962965,0SHF0V1bBdkc3wA2puOZ3A,0,0.6602525252525253,0.5368686868686868,0.003205128205128205,0.02884615384615384
4401,0,0,MNdizsRvUy4dDVFKSV5GEQ,first time there celebrate birthday event party never again brought special cake that birthday person requested before even down were told rude manager host that outside dessert aloud they would make time exception came across doing favorite didnt even bother happy birthday care that were first time customers that will returning pizza worth food good best meal have ever market pasta nothing rave about worth that price there plenty good restaurants with great service phoenix that could have gone example federal parlor,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,2,42218.98336805555,Cg9xgFaNmHxnBK4_zptEZQ,0,0.3929705215419501,0.47335600907029474,0.00641025641025641,0.035256410256410256
4425,0,7,gZ3xbewPz9yTQJP90Z6oMA,been coming green years found that they opening location phoenix this good news because friends fans this place food here awesome another great thing about green they conscious they biodegradable products they serve organic natural beverages have stevia sweeteners here some items that tried green edamame with seasalt squeeze lime artichoke gratin very easy tasty flavorful green hummus yummy eggless rolls samosas good similar indian restaurants jerk tofu salad very healthy even without faux meat tofu spicy peanut salad very tasty drunken mushroom noodle bowl always order this singapore tofu noodle bowl same here thai peanut noodle bowl roommate addicted this likes with fried tofu coconut curry bowl diablo bowl delish crab puffs mums meatball okay argentine delicious tsoynami delicious chili fries spicy peanut tofu havent tried flat bread pizzas sure will once they open location,5FIOXmUE3qMviX9GafGH-Q,5FIOXmUE3qMviX9GafGH-Q,5,40455.190254629626,nXMMoDzXRByQiWH9cf-FAQ,5,0.29946969696969694,0.5517676767676769,0.0,0.003205128205128205
4480,0,0,yBAajU-LK3PozNdQJXI0sQ,grazies food great servers very kind well versed menu appetizers very delicious their caesar salad particularly fantastic cannot wrong with their pizzas really like sofia cinque formaggi grazie honestly best restaurants greater phoenix area very comfortable nice atmosphere delicious food good service highly recommend grazie anyone interested exceptional meal,jG1jcAeDw0pZTHCNC5kw_w,jG1jcAeDw0pZTHCNC5kw_w,5,42048.566875,nolZg5wle76F0KooxEE2XQ,0,0.5384444444444444,0.746,0.003205128205128205,0.003205128205128205
4491,1,1,qb1FUADGl-g8nJISaDvXig,most scrumptious pizza have ever tasted truck beats many traditional pizza restaurants well tried hottie this past friday food truck friday although serrano peppers jalapenos were spicy expected sausage crust cheese were deeelicious drooling just thinking about cant wait next food truck friday only stomach were enough pizza people short leash very happy,scoJNOqcw2peNlO31UYTaA,scoJNOqcw2peNlO31UYTaA,5,40959.278495370374,OyLtK_Q2I4Jw0rtfFnLfhg,1,0.16499999999999998,0.52,0.003205128205128205,0.003205128205128205
4540,0,0,ucN-PbfzHvZ8ClItoBejtA,hate restaurants harbor there only couple terminal causing them quite busy with people have time kill this isnt humble pies fault while have wait little hostess tried find table quick could pizza surprisingly good surpassed expectations airport dining pesto chicken wife sausage peppers ingredients were good plentiful wife really liked sauce over priced thats expected from airport restaurant enjoyed food enough that think might have regular location scottsdale,0h5yI6np7weAVH0jsjHqPw,0h5yI6np7weAVH0jsjHqPw,4,42105.09017361111,osjo3TMcfQ3mEC6Y95E79w,0,0.07470238095238092,0.5876373626373627,0.0,0.009615384615384616
4580,1,3,M8J107ovvwjuTtKZOcQxMw,fantastic stay beds were comfortable they have things that they borrow such iphone charger forgot yours also left toothbrush they brought toms preserve toothbrush everything quality know best part pretty pool pool happy hour every wine flatbread pizza more wine this plaza that other things such golds couple restaurants when stayed here drive most places walkable some pizza places looked since pretty central downtown even close club want nightlife phoenix highly recommend hotel palomar phoenix everyones friendly just note parking about,WU4wM-uD1INThG6F3sGzCQ,WU4wM-uD1INThG6F3sGzCQ,5,41670.22914351852,kaKEer3UR5utYZsgp2tgPw,1,0.30066666666666664,0.5776666666666667,0.0,0.0
4605,1,16,H1beqImiwMA5LLj1OKRZoA,fascination with pizzeria bianco originally stems from late night visit downtown location about years heritage square back then things operated little differently pies were exclusively made chris bianco himself which clearly showed that quality consistency were concepts that this establishment greatly emphasized watching chris work magic listening talk revealed just passionate about food after getting first taste been hooked ever since things little different while chris often still seen kitchen around various restaurants pizza making process shared with kitchen staff thanks expansion wait times minimal anyone fears that there would drop quality rest easy pizzas just great they were back fresh ingredients perfectly charred crust thats bursting with flavor biancos pies easily golden standard what good pizza truly town country location particularly special because expanded menu addition pizzas choose from variety pastas which made house bread baked chris brother marco served with olive hands down best bread ever tasted again theres need drown this stuff cheese garlic flavor stands essential starter pizza pasta dish their pizzas margherita baseline work your rosa which most unique menu personal favorites good pizza about balance where taste ingredients able appreciate they compliment each other world where pizza joints drown their pies cheese shamefully pile mountain different meats these pizzas thrive their simplicity with pies choose from occasional market pizza theres need anything else admittedly their desserts kind miss biancos traditional array sweet dishes passable come tuesday nights theres good chance that chriss mother francesca takes things notch with homemade specialties spongecake night then everything else dessert menu suddenly becomes irrelevant they also offer various seasonal features including amazing tres leches cake which been seasonal feature years maybe inside joke since arizona doesnt have seasons service always been decent although somewhat robotic clientele young great date place where youll never feel place uncomfortable here about once month whether trying foods revisiting favorites havent already figured favorite restaurant phoenix give highest recommendation,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,5,42255.1359375,TCPLaprJm4FFei2DkW6K6g,12,0.22044055717525102,0.566367022999676,0.0,0.035256410256410256
4612,0,5,JDWOP0BUPFBLbf04DYxs9Q,valley great place live weather mountains golf hiking lots great people restaurants many them leave desired especially back east transplants while must found some great places corleones isnt them been philly true philly sandwich this isnt partner both ordered with fries drink sandwich came with very little meat lots make worse very greasy fries were just like sandwich greasy this case overcooked going have look further true philly cheesesteak chicago chicago deep dish pizza anyone suggestions open them,Hpi9raHlFm6prTSzFHTurg,Hpi9raHlFm6prTSzFHTurg,1,39496.19462962963,7QVNLrJDkjsDsCtODlPdsw,3,0.23518668831168835,0.5357142857142857,0.003205128205128205,0.003205128205128205
4618,2,5,BBLQI_zNfLOeJvMjtP83Ag,just need update this with some things found like about pizza heaven first vegan cheese they have here delicious didnt know they stuck getting lousy pizza when eating with vegan lactose intolerant friends only does done gets done well enough that even misses real cheese second only pizza heaven open sundays open until sundays those pizza restaurants that think that really needs pizza sunday suck sometimes other food will luckily phoenicians they have excellent family owned option when that sunday craving hits,7eQoxWr9RzyCB9IFvqHUPA,7eQoxWr9RzyCB9IFvqHUPA,5,40602.02924768518,6KfpYeTw5vpVh0qC52PJbw,2,0.16845238095238096,0.5744047619047619,0.0,0.00641025641025641
4634,0,5,GdViv43uWwhCogLVv26kxg,visited here weeks back while town heard food amazing that were really down food service alone friends visited week night believe tuesday were seated quickly outside patio brought menus very simple menu which plus between three ordered pizza some pasta drinks found little pricey over rated happy with food place very crowded this night either patio tables seemed occupied inside handful table occupied well slow busy service seemed good until neared meal plates were cleared away once finished food expected check dropped table were still drinking drinks while enjoying conversation paid bill then just short moments later glasses drinks were removed from table without request server straight cleared entire table without saying single word moment where were only confused doing this also very irritated only made feel very uncomfortable unwelcome immediately regretted huge that left would have understood place capacity there wait seated they needed table that case clearly vibe sending wasnt good picked stuff left husband someone been working restaurant management last years very uneasy about what just happened were walking leave turned back around asked speak with manager explained situation manager there evident didnt seem really care didnt remedy situation change minds their establishment worst choice could have made right there never ever encountered such rude service life this coming from someone eats restaurants quite frequently needless were very very disappointed never visit this place again recommend their lack respect service alone,cs1qJvnWUg_f8g020z_3PQ,cs1qJvnWUg_f8g020z_3PQ,1,41584.83179398148,8as3po54jpbrjRyN-_4h2Q,0,0.020416157916157928,0.47828652828652835,-0.003205128205128205,0.035256410256410256
4697,0,0,J2KMkaHWtyz6UZI2sXeUQw,pizza which very good pasta primavera which also very good service attentive forgot tell cook leave parmesan spaghetti turned since parmesan wasnt overpowering know from other restaurants ingredients especially veggies seemed fresh cooked just right prosciutto pizza excellent wine menu could more comprehensive prices though seemed especially high glass primitivo layer cake much bottle wine store happy hour would need have wine with your meal,VoXUt6TIJWyIf_lihbN5xQ,VoXUt6TIJWyIf_lihbN5xQ,4,40875.739583333336,L5aKLPBR_dud09tZEwmw3w,0,0.4583928571428571,0.7142261904761905,0.0,-0.003205128205128205
4718,0,0,zovBGVjqg1xeUM0vz8hBPQ,service painfully slow although salad good pizza arrived burned around edges lacking flavor with restaurants like parlor sure anyone would give this place,jG1jcAeDw0pZTHCNC5kw_w,jG1jcAeDw0pZTHCNC5kw_w,2,41180.12006944444,_sCpe8DEg6ATZBKKtA8pBg,0,0.3,0.6296296296296297,0.0,0.003205128205128205
4729,1,1,OzgoJp3IuMQ0mka9SCYHng,takeout myself colleague dinner here couple weeks shared caesar salad godfather pizza this probably most favorite caesar salad ever amazing restaurants this simple dish wrong caesar dressing best pizza legit well friendly staff very nice ambiance although didnt enjoy because back office,ILA41PhErg4bl1royzDX4g,ILA41PhErg4bl1royzDX4g,5,43199.86991898148,FOCXCvw-P3QJ3cRnQCj62Q,1,0.3655,0.5957142857142858,0.003205128205128205,0.003205128205128205
4759,0,1,k3_v7LILhNgxfM8AYFiEbA,listen full mexican grew with that cooked best authentic mexican food while growing very picky when comes eating mexican restaurants hard separate homemade mothers creations with what they serve some these places ordered carne asada pizza with jalapenos shared with wife regret getting pretty delicious well created homemade salsa sweet liking love heat salsa asked with more kick they brought over fire roasted salsa little hotter still didnt catch taste buds would come back more menu,PQWE8a6Opjiuzt7DaX2R6Q,PQWE8a6Opjiuzt7DaX2R6Q,4,41828.773993055554,9_VZZoTJUGwHhneNYXT1Fw,0,0.2919270833333334,0.44947916666666665,-0.003205128205128205,-0.003205128205128205
4786,2,3,Zik0n1x5FygqPbYSOzppiw,like casual atmosphere with good food this place arrived right before saturday night know until arrived that they take reservations area like open concept this restaurant huge room that houses watching area there also separate room back which think larger parties area where they have high tables with stools ordered chicken panini sandwich instead fries bowl cheddar broccoli soup delicious excellent flavor good panini loaded with chicken tomato avocado aioli mayonnaise loved dining companion salmon salad with tasty vinegarette dessert tiaramasu which good creamy with lots flavor sweet people next table pizza which they said good this menu also sandwiches traditional italian dishes like chicken veal parmesan chicken marsala spaghetti meatballs clients this restaurant nice younger older very people liked that think will this list restaurants that like with normal food kale menu,VoXUt6TIJWyIf_lihbN5xQ,VoXUt6TIJWyIf_lihbN5xQ,5,41742.24880787037,0TbZjf8nXBMiOgKrjrIJDw,3,0.19687074829931975,0.6187755102040816,0.003205128205128205,-0.003205128205128205
4797,0,1,dt4yJKUyjpLX7zQYemwPlw,first exposed humble local festival being held duck decanter parking they were handing free samples bruschetta tasty snuck back secondsand thirds took while eventually made their actual restaurants surprised much like this place their menu basically heaven bruschetta pizza sandwiches caprese alcohol done best part that tasty menu their food actually really good service first visit here adorable flirty server made feel like second time girl super quick helpful wish remembered their names atmosphere little lacking style definitely strikes chain decor isnt enjoy high tables overall really like humble will continue come back mainly their awesome menu delicious food maybe because that cute waiter,0PMKMyfX1j7Nc4esk1RaMg,0PMKMyfX1j7Nc4esk1RaMg,4,41053.223645833335,1BjI1-O1gxSt8TRO0yD8Gg,0,0.25577160493827167,0.4483950617283951,0.003205128205128205,0.003205128205128205
4819,0,1,X7kxQjGAxx_F5JXIu_qPag,looking italian place that wouldnt from gila river casino where going take show didnt want their food court even though really like their ginger star food court stand wanted down dinner with really good italian food after saturday night gave them call before headed these days never know gone business before things just that volatile restaurant business they answered asked needed reservations said safe reserve reservations when there tables were empty minus there with acrylic sign that read reserved tables before could open mouth tell them that reservations young lady pointed table back corner brusquely told there table with reservedsign better situated table didnt want conflict where told were served olive herbs balsamic vinegar with some fresh bread another server tall young attractive african american woman seemed glide walked very graceful bread fresh enough nothing excited about reminded dogs rolls split half they were dipping sauce very tasty usual added flecks salt flavors needed something here cook didnt bother trying figure what lacking fresh garlic cloves some freshly chopped basil would have done ordered chicken marsala chicken piccata which came with salad side pasta each internet indicated price know takes time update website accepted charge salad iceberg lettuce pieces tomato black olives slivers cabbage slivers carrots mozzarella cheese what side salad hubby kept counting ingredients visions salad make nightly hour before dinner many many ingredients mixed greens kale cabbage broccoli crowns radishes walnuts grape tomatoes onion cranberries sometimes feta cheese blue cheese depending tangerine apple cider vinegar vinaigrette they indeed hearty healthy delicious salads think spoiled core dont what thinking counted ingredients shut youre home smile entrees arrived marsala piccata each slices chicken breast their respective sauces slices were very very very thin would that they were about thickness kidding fooling both dishes sliced mushrooms them mine pieces artichokes think from minor sprinkling mini capers could have done without artichokes added nothing dish could have used more capers love capers think thats order dish like lemony caperish taste meat sauce sauce lemony enough caperish enough sauce runny both dishes hubbys marsala just enough that marsala wine taste after eating weight watchers sized cutlets passed entire plate hubby finish after best interest didnt beyond what plate would have cook when home after show would never force after starts rummaging through fridge know feel guilty enough make least omelette smoked salmon omelette thats favorites getting back rest meal after giving away chicken other side concentrated eating side pasta given angel hair with marinara sauce ziti with sauce sauce nothing special average nothing left what interesting that hubby asked sauce ziti diavolo spicy marinara sauce waiter said this request problem impressed that knew about this sauce that said know that some restaurants dont know what diavolo sauce smiled said know behold what exactly does behold mean does anyone know diavolo sauce nothing more than sauce with pepper flakes like flakes your pizza what down service waiter very welcoming cordial polite clean restaurant good intentions below average food,EgwGTDZ705TwudPJwAY0yQ,EgwGTDZ705TwudPJwAY0yQ,2,42064.940717592595,ahwwAXJ_qwGmuRjTOHHMWg,0,0.12756515043828473,0.4468165126747216,0.0,0.009615384615384616
4837,3,11,kMo7zxbeN2u7fpEI5Y-QiQ,mouthwatering cuisine really come small package bosco here prove that size definitely does matter lovely anna lunch recently much delight introduced bosco hidden down alley north west corner shea scottsdale road bosco humble abode filled with whole flavor restaurant itself tiny probably only hold around people upon walking immediately greeted scent pizza baking wood fired oven feeling hominess with dark wood brick paneling close seating know those restaurants where they offer eating kitchen experience make make reservation months advance chance dine with chef well here every time visit because open kitchen just steps away from seating therefore pizza being created from scratch heres best part entire experiencethe pizza cooks seconds seconds ordered biaggia which comes with prosciutto figs four cheeses arugala lunch pizzas personal pizzas anna ordered lucia which comes with cheese tomato sauce sausage mushrooms could smell pizza being made started drool with anticipation finally whole seconds later poof pizza appeared took first heavenly bite which turned into many more heavenly bites this pizza some best pizza ever have fair share pizza crust combination crunchy chewy seasoned perfection toppings perfect combination sweet savory compliment crust perfectly must that biaggia most superb pizza quite some time lucia also extremely good biaggia stole poor lucias thunder delicious lunch really enjoyed atmosphere best kept secrets around dont think should secret everyone should experience this pizza will leave with more little fact they have portable wood fired oven that they catering amazing would great party also noticed that they have walk window where order take,5ykOWYZ44sUvu9qxD8rPeg,5ykOWYZ44sUvu9qxD8rPeg,5,41293.073217592595,RBZ_kMjowV0t6_nv2UKaDQ,8,0.3235069444444444,0.5470138888888889,0.0,0.02884615384615384
4869,0,0,GuDE5jqLALs8jrRXNPLNnA,today wife went green usual fantastic pizza oatmeal creme cookie does much better always fans when here come never have meal many list since they made news best vegan restaurants when hood stop check staff very friendly always willing make recomendation daily special always very tasty have soynami peanut butter chocolate good best vegan cream have high quality sure pricey taste dont miss cookie though worth every penny,5FIOXmUE3qMviX9GafGH-Q,5FIOXmUE3qMviX9GafGH-Q,4,40535.852858796294,6UR0kNe3C-ivlF2x1fPHNQ,0,0.36904017857142857,0.4656448412698413,0.003205128205128205,0.003205128205128205
