,funny,useful,review_id,text,business_id,ID_bus,stars,date,user_id,cool,polarity,subjectivity,burgers_sentiscore,burgers_total_business_score
5599,0,6,2_bjNnPT0cqHe-VhRYwYiQ,second year omnia bdrm bath management took over have been resident both management teams there been vast improvement grounds kept nicely maintenance team members terry friendly listen concerns issues your apartment handled timely manor ladies office sandra destiny super friendly have always listened handled concerns problems questions have omnia friendly under service friendly they building bark park furry residents cant wait that there doggie park about blocks away creamery park which also small play area kiddies grass field soccor football complex itself looks pretty cool with murals walls color code systems sections property there pools property pools kept clean water clear there have been couple issues with water turning green those issues where resolved promptly there public laundromats complex machines take quarters they also take credit card debit card extra upgraded apartment upgrade your apartment time washer dryer installed your hallway closet they have studios bedrooms bedrooms bath some apartments have semi private porches storage basic apartment there full size closets bedroom linen coat closet hallway closet hallway leading bathroom thats bathroom small able medicine cabinet there wood bamboo flooring throughout apartment bedrooms there wall wall carpet apartment digital thermostat there window each bedroom living room kitchen kitchen dishwasher garbage disposal storage limited pantry make with using cabinet above built desk pantry neighbors section quiet friendly issues personally there pits each section residents good healthy college students singles couples families parking first come first served there always room limited carports blink charging stations they have bike storage room where lock your bike choose orange section leasing office located orange section well small open small with bike treadmill elliptical some free weights cable machine require more equipment fitness about miles away salado opened planet fitness open also about miles away straight down mcclintock outside complex goes there about minutes minute bike ride with bike lane access location location location location amazing blocks north light rail rail takes minutes into downtown phoenix minutes into downtown tempe about minutes airport then train connection stops right outside complex across street late night munchies block away north orbit mercury line which free system that takes around tempe bicycles allowed train hitched front buses metro orbit blocks north other metro lines omnia about mile away from tempe marketplace which offers some night life louie thirsty lion shopping shopping shopping best target several shoe stores liquor store petsmart ulta topic movie theater office food court with things like chipotle pizza greek burgers asian little over mile from rural university start downtown tempe miles from mill university heart downtown tempe miles from tempe townlake light rail goes straight there same stop downtown tempe mins tempe very cyclist friendly town four peaks about blocks away enjoy location love spot recommend this place definitely worth stop view model have look around property,ME10QNtUeZMdC7EhSjHzGA,ME10QNtUeZMdC7EhSjHzGA,4,42644.02527777778,gO4_x9Ad51Z0Nc2mFmUZAw,2,0.13992241175077003,0.4037609571191661,0.0,0.0
5677,1,0,Cfkg31Pw6ZriYQLv_Sht8g,been visiting this goldies past years always love food chicken tenders burgers definitely pizza cookie service always slow arent rush this great place hang order appetizers watch games games because there plethora matter which direction look theres also patio which definitely quieter interested food interested noise goldies classic thats worth visit youre mood chill hours,aP2ZadiZMZvIXyikcNfQPA,aP2ZadiZMZvIXyikcNfQPA,3,43098.646886574075,qUDemHo0wE__uags3LhsCg,0,0.10151515151515152,0.4742424242424242,0.0,-0.006993006993006993
5678,0,0,1WTzd6W25rCdkE913hX5Vg,this favorite place they have everything they have beverage where order coffee soda they sell different kinds food from crepes eggs burgers salads pizzas they also have large selection desserts they have gelato pastries also shop around while youre waiting your food havent been your tooshie there,7cK9uEV09iPmsTqOqmY3kQ,7cK9uEV09iPmsTqOqmY3kQ,5,42081.85122685185,BEgwL_ce-Hs7AIHq2ljk3A,0,0.2380952380952381,0.6761904761904761,0.0,0.055944055944055944
5813,0,1,y-D4w20muAUoe4v8X-gSzw,only time been down when stopped lunch during week they open burger with bacon onion strings twice cant remember name once with beef once with smoked ground pork smoked premises delicious both times stick with medium medium rare beef burgers from flat bread pizzas pretty good alligator pear pizza specials menu avocado salad good they smoke vegetables well knew smoked beats could good beer selection constantly changing couple somethings everyone something,plWuv4gda7m0KlqCNhrb4w,plWuv4gda7m0KlqCNhrb4w,4,41939.65190972222,vja34EZOexjgWkwmvKtD-g,0,0.31540404040404046,0.6315656565656563,0.0,0.07692307692307693
5874,0,0,PeH2fzc2y76ffkunAVX6VA,woulda thought that best margherita pizza would ever have here airport phoenix this almost worth separate trip looks like they also burgers sandwiches breakfast even sushi have stop again other menu items dont miss passing through know wont,DkIEhR8behaIoSexekWV0Q,DkIEhR8behaIoSexekWV0Q,5,42059.79346064815,QuwwogU8_dQ0p9J0GV-mwA,0,0.39166666666666666,0.25833333333333336,0.006993006993006993,0.006993006993006993
5885,0,0,SXsMrOd4_AJ4NfTEJyV4cA,great beer amazing selection their beer irish cuppa jose amazing cuppa jose amazing like best have ordered fries light snack they brought literally minute they were perfect definitely will back pizza burgers they sound look amazing,hxUxeY8DG9lhyjCVo_s-pw,hxUxeY8DG9lhyjCVo_s-pw,5,42522.08217592593,e2ZOxBPtxNczE0mgfVRuRQ,0,0.5,0.6041666666666666,0.0,0.04195804195804196
5930,1,1,LIg6Q2kmwRiUEwW_HeVu-w,service amazing bartender attentive helpful food wasnt excitingpizza wings burgerspretty mediocre beer goodexcept fact they were their guest beers list decent place,hxUxeY8DG9lhyjCVo_s-pw,hxUxeY8DG9lhyjCVo_s-pw,3,42301.63017361111,JTJmL6c9nZWDOabWaeY-bQ,1,0.16666666666666666,0.8666666666666666,0.0,0.04195804195804196
5934,0,0,E1oUBj84BQGboTywV23djw,impressed amount choices there sandwiches cold burgers soups salads pizza other things ordered cheeseburger with pickles fries took about minutes make which really wasnt burger little pricey what else expect from airport however tasty meat extremely juicy bottom soggy through french fries were favorite their ranch business coworker margarita pizza said really good soups salads looked good person working cash register sweetie very attentive customers,DkIEhR8behaIoSexekWV0Q,DkIEhR8behaIoSexekWV0Q,3,41658.315254629626,04CXsTWZtbzeczrOMmuzMA,0,0.23477272727272727,0.6613636363636364,-0.006993006993006993,0.006993006993006993
5970,2,1,MUcFTNACoXJZ5Utxwkitqg,awesome great always changing beer list thats chalkboard organized taste cool that good upscale type food with burgers pizzas favorite grilled cheese sandwich amazing atmosphere inside very upscale would describe although sure exactly what that means quick service although always friendliest huge patio welcomes kids thank side note beer lover enjoys eating drinking craft brews hanging with kids more places like this please downtown location only wish there something similar vegas,plWuv4gda7m0KlqCNhrb4w,plWuv4gda7m0KlqCNhrb4w,5,41302.931122685186,YIMeEHUYm69m-Mqf-NjPHw,2,0.43809523809523804,0.6884920634920635,0.006993006993006993,0.07692307692307693
5982,0,0,csY8juh-QoUxfhEDYrN7Tw,been here handful times theyre slowly starting things together service still slow times really nice place with great atmosphere beer always good food though warned peggy rita pizza just bunch dough small sauce toppings middle veggie burger also very regular burgers were good beer really what gives this place stars just wish service faster start drinking when there,hxUxeY8DG9lhyjCVo_s-pw,hxUxeY8DG9lhyjCVo_s-pw,4,42374.89028935185,eNFPWkilXPRyT-qzMAPYvA,1,0.24500000000000002,0.41500000000000004,0.006993006993006993,0.04195804195804196
6000,0,1,D_dXgOdhowoN0hbh5hdo2w,grande orange pizzeria attached grande orange grocery first timer which things here slightly confusing heres gist place your food order grocery their menu offers pizza salads burgers drinks gelato pastries also available dessert addition made order food there packaged salads sandwiches available purchase grocery eating there find your table outside adjoining pizzeria which pizza oven visible anyone seated room watch cooks make your pizza desire once find table wait cooks mean literally yell your name pick your pizza return table enjoy after full morning visiting desert botanical garden lunching chelseas kitchen shopping biltmore fashion plaza friend worked small appetite agreed share pizza pizzeria shared mushroom pizza which sound like regular pizza pizza dominos however mushroom party pizza anything regular mushroom pizza just playful name alone mushroom party suggests that youll have great time eating youre mushrooms dont this pizza youre like absou freaking lutely love mushrooms this pizza mushroom party includes combination crimini oyster button mushrooms with onion fennel different types mushrooms used added taste texture pizza onion fennel gave pizza tartness sweetness crunch sourdough crust also added another layer flavor pizza combination these factors definitely elevated pizza from just being another basic mushroom pizza easily finished pizza each small filling slices fair price quality made order pizza,7cK9uEV09iPmsTqOqmY3kQ,7cK9uEV09iPmsTqOqmY3kQ,4,41220.25450231481,klHHSCnS585M05uACWK5nw,0,0.17242063492063492,0.4277625152625152,0.0,0.055944055944055944
6041,1,4,QWrsmP8hIA9PH-eJ2PHkBg,cute place hang grab beer enjoy great well together menu outside seating area amazing when weather nice whole inside opens create really nice open feel menu very straight forwardapps salads pizzas sandwiches burgers ordered fish sandwich california club california club amazing huge nice amount fresh grilled chicken fish sandwich wasnt little loved sides would order something else next time seemed like they dont have full didnt their wine list this visit sure exists definitely this place again especially when looking place enjoy gorgeous,hxUxeY8DG9lhyjCVo_s-pw,hxUxeY8DG9lhyjCVo_s-pw,4,42286.05447916667,boYRJ1VOX3iNmsGmJ0Mswg,2,0.3217708333333334,0.6878703703703705,0.0,0.04195804195804196
6105,2,7,SgauN8d0Xx7La0fL3qwPuw,since loved aiellos much support them give this place ordered family dinner from aiellos salumeria just down sidewalk here while waiting food bryan green chili burger while pizza burger decided order different ones could split both buns actually garlic knots something similar they shaped like cinnabons which dough spiraled center unique idea does this make horribly messy burger forced gobble burgers very quickly they dont fall apart pizza burger good liked chili more just because there more flavor that spicy either youre afraid spice safe order this chili restaurant very nice loved dark woods back lighting place alot more trendy comparison rustic charming older restaurant central avenue close camelback hoping this place success feel like there more things that need worked even their burgers just okay most people seems after reading several previous reviews assure that their regular italian food their specialty what theyre amazing,1WBkAuQg81kokZIPMpn9Zg,1WBkAuQg81kokZIPMpn9Zg,3,41223.655,eAJ3Ip0vh-zuk_BmcmchYA,3,0.23563271604938268,0.4629392212725546,0.006993006993006993,0.013986013986013986
6142,12,13,38GHhLiwmtQEiMvjEGzl0w,airport pizza words that seemingly dont together hasnt experienced scary airport food time another well thanks airport that thing past airport pizza while aware that plenty other great things besides pizza breakfast sandwiches burgers once wood fired oven knew have chose basic cheese pizza which anything plain perfectly cooked with crisp somewhat chewy crust blend bubbling savory cheeses large enough share ashamed every last bite really wood fired oven airport have travel more often,DkIEhR8behaIoSexekWV0Q,DkIEhR8behaIoSexekWV0Q,4,41277.745729166665,J1yNYAjojpD_KpocG-W3KQ,12,0.19531250000000003,0.45744047619047623,0.0,0.006993006993006993
6166,0,0,aX0UASs9XIlDIUfYa-ESxg,been meaning shake shack ever since bought copy lafriedas book meat christmas gift years back those arent super geeky about these things lafrieda master butcher responsible meat blend used shake shacks burgers unfortunately chain make utah every time seen while traveling havent been able make work with schedule recent trip scottsdale very pleased that there location kierland shopping area right below office visiting heard people draw comparisons between five guys shake shack check fairly depth none other than kenji lopez serious eats http ahtseriouseatscom five guys shake shack first coastal side side taste testhtml just full disclosure this article dated doesnt represent current size growing empire does cover some pretty major menu updates that said spoiler alert takes article were updated with additions menu would have completely crushed competition take three always down burger their fries just plain suck sorry sorry cant beat their prices five guys well only tried them times each time just felt like food sort definitely didnt warrant hefty price that officially comment shake shack piece puzzle wins hands down contest like actually feeling little relieved that there isnt close because tempted there daily shackstack bomb chopped cherry peppers killed shackburger just standard baseline totally loved went back without after left town brat some crinkle fries loved treated myself nice cold very tasty beer shackmeister custom brewed brooklyn brewery less they even have house white created just them very reputable winery frogs leap napa what hadnt been full would have loved shake concrete which sounded lovely look cheapest burger town nope unlike aforementioned overpriced five guys actually worth this category restaurant what would call high fast food maybe keep seeing referred roadside burger style which works guess totally spot cant beat quality selection execution bonus they have booze point this particular location also stellar patio extremely clean well some people complaining seems akin people pizza place expect chicago style deep dish pizza subsequently horrified neapolitan style land front them their fault they just didnt know that they were ordering real pizza sorry chicago #notpizza trying diminish anyones opinion experience just saying that humble opinion this place pinnacle burger joint perfection will making more point seeking them wherever roam,B8zMmUlCIX7Ts8VSgy9B-A,B8zMmUlCIX7Ts8VSgy9B-A,5,43123.822233796294,nONPx98pPchjFT2b_Qo4mA,0,0.10581007115489877,0.48236726874657915,-0.013986013986013986,-0.013986013986013986
6203,0,1,JrPptt4v-UlZMvyQO7MIgg,time favorite family never dogs burgers pizza this this exception venue small somewhat place same complex sakebomber plenty parking with indoor outdoor seating clean well maintained chow burgers hotdogs polish brats white hots toppings usual plus cheese chili grilled sauerkraut additional fries onion rings school milk shakes review love grilled offerings polish white hots delicious onion rings awesome fries good heard burgers delicious bigger course cost more than your fast food chain burger plan trip early lines matter what really long there during peak tell worth wait,tWiFat101ID5w_wgAPMXhA,tWiFat101ID5w_wgAPMXhA,4,41000.78295138889,uaPnZ_6zFGgzhFnIf2fzkg,0,0.27982456140350875,0.4986842105263158,0.013986013986013986,0.013986013986013986
6270,0,1,ux8joi_fIHKxljcalxl7yQ,good healthy choices this establishment fresh baked goods offered well they have gluten free dairy choices they have great selection salads pizza burgers your typical airport fare also available prepackaged food ready youre rush catch your flight must,DkIEhR8behaIoSexekWV0Q,DkIEhR8behaIoSexekWV0Q,4,42413.02646990741,msbNF-OYhHH6FJ_oQy1-cA,0,0.3916666666666667,0.5687500000000001,0.0,0.006993006993006993
6295,0,0,Nrcw1hasqroyfIkMlJnrPQ,place craft beer selection adore meat pizza burgers bartenders very knowledgeable with recommending beer that might your palette,plWuv4gda7m0KlqCNhrb4w,plWuv4gda7m0KlqCNhrb4w,5,42447.693136574075,Zp-RxafeiEL2hox35ccr7w,0,0.2,0.3,0.013986013986013986,0.07692307692307693
6561,1,3,6cva_BFqvUnml_4cN05Z9Q,those places where showing sunday afternoon will only insane bloody mary also maybe even spot patio housed along street just south indian school neighborhood tavern offering casual modern atmosphere with great drinks well priced eats these perks have their downside parking early spot otherwise pretty much valet only dont forget bucks modish patio weather permitting last visit patio vibrant with attractive something crowd once youre service friendly outgoing with well paced timing between drinks food menu layout fairly straightforward though over place terms style seems chef going broad appeal venturing from greek italian with some indian mexican influences thrown this tends plus minus depending your personal tastes good example this flatbread pizza with tandoori chicken topped with baby spinach dried tomatoes paneer cheese pear cardamom chutney naan bread pizza complex delicious sweet flavor chutney tomato nice contrast savory chicken cheese crust more straightforward choice trifecta three perfectly cooked mini burgers draped with american cheese grilled onions pickles spicy mayo served with french fries classic americana never wrong with burgers fries didnt really understand take carne asada potato pancake there slices beautiful medium rare carne asada with guacamole pico gallo sour cream cotija cheese roasted tomato sauce then they atop potato pancake guess appreciate creativity idea though like pick like taco believe this would have been wholeheartedly welcome since potato pancake waterlogged another complete misfire frenchy their take warm roast prime pile high gorgeous french roll then cover with fontina cheese served with side sounds like perfect sandwich theory disappointment unsatisfying something went terribly wrong here since meat perfectly cooked tender however completely void flavor echoed this simply unseasoned beef stock only saving grace chewy french roll fontina maybe grilled cheese would have been better sweet potato fries that came with sandwich perfectly crunchy exterior with sweet fluffy interior some best even with food misses service vibe overall cool factor making great place date just hang,flE7Sn2JGs0n3SAtaep6Zw,flE7Sn2JGs0n3SAtaep6Zw,3,40508.6853587963,p_azadim_uWFOXAhhKB3ag,3,0.19813802083333332,0.5483277529761902,-0.006993006993006993,-0.006993006993006993
6622,1,0,NDDZG-_4SHK87Crr7kdW1Q,wings were cooked perfectly very crispy skin juicy lots meat inside which were delicious honestly thought they were enough flavor probably best ever wings every where atmosphere great lots playing sports once live sports were over they very good choice classic rock playing with espn espn news didnt have pizza burgers those next looked really good would deffinately recommend this place some great good cold drinks friendly service great atmosphere,rOKEgdzmhzT99Ob_OmPE0Q,rOKEgdzmhzT99Ob_OmPE0Q,5,41473.00342592593,Jzydq63Fiu8WHjHRF19icw,0,0.47425189393939393,0.5872916666666667,0.0,0.006993006993006993
6657,0,1,LnZ7V0xkJIGg7mf6uLY11g,went there wednesday enjoyed wonderful family dinner moment there were greeted annabelle with smile were almost immediately kids enjoyed best grass burgers pizza steak salad server andrea awesome very friendly attentive loved place very inviting also came check table which nice touch experience there will definitely back soon thank,dThrFTK_bqo1woPvUgY70g,dThrFTK_bqo1woPvUgY70g,5,43175.772824074076,JzyrxahPFwKUjNgxugyOCw,0,0.5572916666666666,0.6208333333333333,0.013986013986013986,0.013986013986013986
6673,0,0,QrIUhlI3QmPCzTpXVlECxg,best hamburger town born here have burgers over valley this best always comes temp requested wings fries rings awesome pizza pretty good,AdB7a8eo7uK_Fq-aX6_l8g,AdB7a8eo7uK_Fq-aX6_l8g,5,42698.092569444445,fIZ07LZ1djUBeiILXH4gHw,0,0.79,0.64,0.0,0.0
6704,0,0,dmVA3TCtGfyWNAwtzh2KEA,ordered pizza sandwiches hamburgers came timely manner tasted pretty damn good,DkIEhR8behaIoSexekWV0Q,DkIEhR8behaIoSexekWV0Q,5,42544.91930555556,tcuoFJhs5uJZTZph-kB8lw,0,0.475,0.8,0.0,0.006993006993006993
6718,2,2,Bw6VMve_SSFGi3czZJgL6w,terrible customer service slightly passable food pretty certain waiter johnathan purposely ignoring table would refuse make contact walk around without even acknowledging were staring right times were even calling name more interested watching than taking care food anything gastropub quality variety items from pizza burgers appetizers every single thing tried mediocre food expected much more from description this place gives itself pizza with frozen grocery store type much smaller burger probably better item bunch fries were limp soft dont started that doesnt even offer wings this place going fail miserably rightfully especially next yardhouse kona ztejas would never come back never recommend,xvcGZGoLwWpmDMMY1VN-OA,xvcGZGoLwWpmDMMY1VN-OA,1,42125.5627662037,DPitNu466172os6m0Yri1Q,3,-0.0493734335839599,0.5020050125313285,0.0,0.0
6746,0,0,x4QXb9Zv4ztXk3WkwAB9tw,great beer like beers they have wine great atmosphere waiters friendly great music nice place chill different beers tend have their seasonal food items when food amazing have been disappointed their salad tasty pretzel bites fluffy baked perfection their burrito comes with chicharones side their pizza delicious thin crust full flavor also their burgers with fries their tacos well,plWuv4gda7m0KlqCNhrb4w,plWuv4gda7m0KlqCNhrb4w,5,42556.90231481481,qNs71Qs7fOGQ-Mod-8ZL1A,0,0.33125000000000004,0.7333333333333334,0.0,0.07692307692307693
6883,0,0,eZkXlwDEvPrSx5JHsE_Uwg,from chicago enjoy thin crust square chicago style pizza then youre going love chizonas chicago arizona travel from palm springs california area almost monthly medical care mayo clinic both phoenix clinic specialty building mayo medical building scottsdale shea blvd look enjoyable review days suites noth pima road last stay month picked hotel local restaurant list noticed chizonas pizza they deliver room grew chicago relocated california seems that best chicago pizza dogs ribs most north suburban fast food relocated arizona with exception chicago style restaurants there little offer west phoenix tucson imagine surprise find rare thin crust pizza into squares from chizonas wife offered pasta split salad order garlic cheese bread this best pizza west chicago sure love louis magnetic ginos east rosatis when they were still owned chicago family california rosatis chain much desired love luck crust pizza years longer loves give some idea comparison there similar thin crust pizza milwaukee southeast devon called father sons remember this enjoyed then will love chizonas rosa dempster street skokie also great thin thick crust pizza going back went college urbana might remember fraternity sicilia pizza poppa dels these were some best days pizza lovers give chizonas sure wont disappointed bonus look review another chicago restraint youll love portillos vienna dogs poppys buns charburgers italian beef sausage more true chicago scottsdale shea blvd,6zincCvQTb9BsuK-GHZ4cw,6zincCvQTb9BsuK-GHZ4cw,5,42427.133518518516,IvFrSXDMUanKdW3Pum1EmQ,1,0.22607142857142853,0.49055555555555547,0.0,0.0
7023,0,0,JJZVKh4ybnCuqtMHcqsgaA,best sports town this neighborhood what started popular zipps chain youre zipps youll love goldies cheeseburgers pizza wood fired unlike zipps focaccia wings chicken skewers amazing sometimes youll spot some cardinals suns players there,aP2ZadiZMZvIXyikcNfQPA,aP2ZadiZMZvIXyikcNfQPA,5,42915.9203125,JSwrBhTkRPRAwmTda7lbnw,0,0.42000000000000004,0.73,0.0,-0.006993006993006993
7055,4,4,piFJ05XBJhViiRlFpR7VsA,when travel want highly rated pizza place highly rated burger place wherever reviews menu rehab looked solid went only conclusion come that there really crappy burger places scottsdale food passable patties were fine cooked correctly unremarkable toppings were varied included some interesting choices potatoes sweet potato tots regular fries were more same nothing terribly interesting service service dont know that remember things that went wrong assure this stands mind three worst service experiences ever remember having were seated about minutes before anyone came some salads burgers were here over hour this fine dining establishment were loitering burger came with fries nothing just burger plate thought that looks funny wasnt just couple seated next down about minutes after they probably minutes before anyone came take their orders they couple beers about minutes later time left they still food front them told waiter when left that these poor people been completely ignored night hoped that would maybe some attention them know theyre still sitting there silently waiting someone give them some food food fine million years would come back here disrespected ignored just have burger fries,3l54GTr8-E3XPbIxnF_sAA,3l54GTr8-E3XPbIxnF_sAA,1,41404.92623842593,48oLH9Nej6IsNMGwxMpsNg,1,0.07363247863247864,0.404646614069691,0.0,0.006993006993006993
7084,0,4,Wm2wxu2lkCX8zJn2aLP0Rg,were thrilled that opening charr moon valley along with mini aiellos awesome pizza place were disappointed from hostess bartender waitress himself coming chat with feel like regular restaurant that youve been going years were seated ordered drinks some alcoholic some were good dirty grey goose martini especially good nice find place that will make dirty when asked instead skimping olive juice always plus strong free connection just your server password appetizers table tomato bisque soup onion rings fresno pepper poppers soup very creamy thick goat cheese great added flavor poppers brought some extreme heat table these arent your wimpy sonic jalapeno poppers onion cream cheese filling heat with nice tang warned these things pack punch onion rings wont call them miss they were just after other great offerings various burgers were ordered along with some sandwiches everyone loved obviously fresh made garlic knot buns fresh toppings sauteed crimini mushrooms carmelized onions steak blue sandwich were awesome blue cheese extra little skimpy sandwich taste were offered desserts made including bread pudding apple crumble were full those definitely next time,1WBkAuQg81kokZIPMpn9Zg,1WBkAuQg81kokZIPMpn9Zg,5,41090.215092592596,b_eoPMd72MLjrOTB9IkrYw,1,0.21922043010752684,0.5858147229114972,0.006993006993006993,0.013986013986013986
7098,0,0,6ttCLwzG45AO75eDWM8QZA,live walking distance from fate were excited opening have pretty disappointed interior nice brewery aspect cool food really fell short tell that this place built primarily brewery food afterthought wasnt just kind mehthe best that town where hamburgers dime dozen this particular hamburger would first pick same applies with pizza think would have been equally satisfied with barron pizza freezer everything lacked finesse just seemed rather generic suggestion which could really change entire perception place hire chef that knows what they doing that help elevate menu quality food,hxUxeY8DG9lhyjCVo_s-pw,hxUxeY8DG9lhyjCVo_s-pw,3,42275.160046296296,OMrJ3wxSBfETaEATXh792g,0,0.2376683501683502,0.5259259259259258,0.0,0.04195804195804196
7236,1,1,oXCkePZol7uszI7XImR7zQ,really possible that written review atah apparently long overdue probably been into angels about times over past years attending their anniversary parties beer week events tuesday dinner nights most importantly post game ritual before dbacks games this year myself mini season ticket package have been about times past couple months this beer downtown selection awesome always flight because pints pricey flights always unless they have rare beer thats flight eligible food incredible here from pizzas burgers salads course homemade tarts staff miss youre pretty much guaranteed awesome conversation with notch bartender been working last times great beer talk recommendations from every bartender always been really good there downsides hmmmwell very loud there times super noisy building they close which bummer your game went extra innings were ready drink rounds awesome beer afterwards they dont serve liquor always head across street really though this place rocks come flight enjoy awesomeness yourself youll glad cheers,plWuv4gda7m0KlqCNhrb4w,plWuv4gda7m0KlqCNhrb4w,4,42535.95101851852,no2kFt4TEEzZDVaM8haSDA,1,0.2985333333333334,0.6233333333333333,0.0,0.07692307692307693
7241,4,5,HbwqOr79C_zo7C6vFrFz6g,just opened recently nice small plaza that still growing ordered breakfast sausage sandwich chicken sandwich check yelp free cookie choose overachiever sandwiches were average size nice change pace from everyday burgers pizza they good decor different modern homey feel person cashier most appealing person front greeting people,yP8jTCU6L9T1ZseLvcskYg,yP8jTCU6L9T1ZseLvcskYg,3,43158.30037037037,SRK_sUnvRmMwfexoL_DLQA,2,0.19166666666666665,0.6374999999999998,0.006993006993006993,0.006993006993006993
7245,0,7,arrb75WE-fw6Z6fALV0iaQ,wife here because were mood fresh hamburgers when arrived sunday about place almost completely empty this scared little there local game starting that time cardinals seahawks seems everyone game told place normally wait inside they have large flat screen over opposite corner showing sports with closed captioning thank wife each ordered burgers side cheese burger came with fries hamburger buns very unique they like swirled garlic bread however there really noticeable garlic taste which good thing concerned each time brought burger mouth aroma garlic from bread quite nice cheese elbow macaroni sitting soup cheese blend that more like grandma used make then might expect like burgers exceptional fries shoestring style very thin very crunchy everything tastes fresh frozen home made burgers uniform shape thickness which tells they made hand hallelujah service outstanding staff extremely attentive noticed they have vernors pound cake desert menu vernors drink made detroit where born raised asked restaurant detroit inspired told actually brooklyn york inspired they really like vernors ginger york they also have root beer float menu asked staff they offer vernors float instead vernors float known folks detroit boston cooler different than root beer float except substitute vernors root beer they never heard before shocking since outside detroit ever heard they were more than happy make delicious wife thought ordered tasted little didnt anything staff have doubt they would have made right brought their attention also ordered vernors pound cake desert thought rich liking wasnt means appears three restaurants beside each other owned same entity there charr then pizza place isas pizza then fine dining restaurant called aiellos east coast italian there were plenty items menu wanted such baby back ribs grilled chicken sandwich pizza served next door looked good aiellos also looks like nice place well have four reasons back each other restaurants other menu items charr worse comes worst would definitely back charr have real fresh handmade burgers again going open burger joint this similar would theres only many fast food burgers ingest before desperately craving something that isnt factory made doesnt require loan complete total dinner desert after quite reasonable fair considering quality quantity food excellent service received,1WBkAuQg81kokZIPMpn9Zg,1WBkAuQg81kokZIPMpn9Zg,5,41995.165555555555,,2,0.11856182795698926,0.526036866359447,0.0,0.013986013986013986
7286,0,1,yZLvDUjW4J6JGw9mqDPNRA,went friday night late dinner pleasantly surprised with their green chili burger have pizza love cheese with fresno chilis just craving something different menu said they were rated best burgers phoenix this year admit they there list highly recommend stopping never have before burger youve never done,7cK9uEV09iPmsTqOqmY3kQ,7cK9uEV09iPmsTqOqmY3kQ,4,40119.21398148148,ocB1WhramMTkICc5sZ1bUQ,0,0.18,0.5485714285714286,0.006993006993006993,0.055944055944055944
7344,0,3,WEZB6MbDWC2TKZDL2pnZCg,there definitely buzz here tonight great able experience fate south with family long reviews here highlights amazing beer their beer north always been great fate ality export stout wife gatos golden expanded appetizer menu started with pretzels they always over well with family they have fries tots both were tasty folks next table sweet potato fries that they said were notch expanded dinner menu stuck with favorite pizza town jess nieces pepperoni they pickyall gone addition sandwiches burgers daughter fate burger loved next time visit going give veggie burger also some salmon salad that looked good soif youre looking some place with great food beerid give fate visit staff friendly beer yummy food tasty cant wait cooler nights patio,hxUxeY8DG9lhyjCVo_s-pw,hxUxeY8DG9lhyjCVo_s-pw,5,42239.105532407404,f3VdH-VcRPbU5Uo1OAuLBQ,2,0.425,0.5816666666666667,0.0,0.04195804195804196
7364,3,4,4-k37RT0M6GcOc1zbB3EAg,beep beep whos keys jeep vroooom missy misdemeanor elliott food truck friday happens well every friday downtown phoenix located pierce central food truck phenomenum arrived phoenix thank great food truck race food network actually food truck friday started phoenix street food coalition didnt know phoenix lags behind food truck scene like angeles york portland knew yeah like didnt know area where this event happens very seating shut your mouth even going bring shaft however come early enough maybe youll lucky some people saving these seats friend thing which really really annoying needless scene awesome dogs burgers pizza rice bowls cajun burritos guarantee youll come back more explore different flavors definitely wont have friday check their daily weekly schedule http wwwdowntownphoenixcom blog food truck fridays enjoy,CQdX7UXvOC_ld0bdr17EvQ,CQdX7UXvOC_ld0bdr17EvQ,4,41226.92188657408,kjeX2RXvW7RhBbD2QLd5jA,2,0.09607843137254901,0.5137254901960785,0.006993006993006993,0.006993006993006993
7415,0,0,EtLkQmxAFzggQAhiwZBaeA,came here based several recommendations from friends fate disappoint pizzas burgers were delicious staff friendly attentive beer delish especially liked gatos cuppa porter would highly recommend this place well certainly back,hxUxeY8DG9lhyjCVo_s-pw,hxUxeY8DG9lhyjCVo_s-pw,5,42288.91101851852,VhHYZVcegtfJOl_y5kp_jg,0,0.4192857142857143,0.5628571428571428,0.0,0.04195804195804196
7436,0,0,t2GmQ00v9CoCzDdOXQeGTg,this place really knows treat families impressed only they have state equipment they lots more starbucks located inside building first floor cafeteria smorgasbord south border italian mongolian pizza burgers salad fruit drink station candy station dessert station name they have,KlLCJN_KUP9xFQBJYrhgVg,KlLCJN_KUP9xFQBJYrhgVg,5,41557.2762037037,CScKVOGaZ-kbdJXOgt8l8A,0,0.325,0.5055555555555556,0.0,0.0
7501,0,2,AE-1eJa-RH79Awk5I7t2OQ,healthy choices delicious food friendly staff makes pleasant long layover experience very pleased that yelped this place walked concourse from other side airport this place pretty happy with decision lots options choose from here including burgers pizza sandwichesand salads name dessert counter also looked quite tempting either grab meal order down many tables they have here plenty space plop open your laptop grab quick bite plus they carry sriracha rooster sauce here condiment,DkIEhR8behaIoSexekWV0Q,DkIEhR8behaIoSexekWV0Q,4,41700.926203703704,aP1NDRrVlxJOtL7aYJqUzA,3,0.37008547008547005,0.6561965811965812,0.0,0.006993006993006993
