,Unnamed: 0,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state
13901,107704,5998 N Granite Reef Rd,"{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': True}', u'Alcohol': u''none'', u'HasTV': u'True', u'RestaurantsGoodForGroups': u'True', u'WiFi': u'u'free'', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True'}",2pzfPQ6-A3OL9yHhgWhuNg,"Restaurants, Burgers, Coffee & Tea, Food, Fast Food",Scottsdale,"{u'Monday': u'5:0-23:0', u'Tuesday': u'5:0-23:0', u'Friday': u'5:0-23:0', u'Wednesday': u'5:0-23:0', u'Thursday': u'5:0-23:0', u'Sunday': u'5:0-23:0', u'Saturday': u'5:0-23:0'}",1,33.5235349639,-111.900485381,McDonald's,85250.0,24,2.0,AZ
13958,108172,2415 E Baseline Rd,"{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'Alcohol': u'u'beer_and_wine'', u'Caters': u'False', u'HasTV': u'False', u'GoodForKids': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u'u'no'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'DriveThru': u'False', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}'}",w9gi2HA5a7asCwEF65GEWA,"Restaurants, Sandwiches, American (Traditional), Burgers",Phoenix,"{u'Monday': u'10:0-22:0', u'Tuesday': u'10:0-22:0', u'Friday': u'10:0-22:0', u'Wednesday': u'10:0-22:0', u'Thursday': u'10:0-22:0', u'Sunday': u'10:0-22:0', u'Saturday': u'10:0-22:0'}",1,33.3772505,-112.0298918,Smashburger,85042.0,71,3.0,AZ
14060,108869,"8977 N Scottsdale Rd, Ste 504","{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'Alcohol': u'u'full_bar'', u'Caters': u'True', u'HasTV': u'True', u'GoodForKids': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u'u'free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'2', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'OutdoorSeating': u'True', u'RestaurantsGoodForGroups': u'True', u'RestaurantsTableService': u'True'}",mIlwCZYr8uQH0mHJEhuf4g,"Burgers, Pizza, Sandwiches, Breakfast & Brunch, Restaurants, Italian",Scottsdale,"{u'Monday': u'0:0-0:0', u'Tuesday': u'11:0-22:0', u'Friday': u'11:0-23:0', u'Wednesday': u'11:0-22:0', u'Thursday': u'11:0-22:0', u'Sunday': u'11:0-22:0', u'Saturday': u'11:0-23:0'}",1,33.5666494539,-111.925471186,Forno Fabbri,85253.0,28,4.5,AZ
14156,109785,2210 N Scottsdale Rd,"{u'Alcohol': u'u'full_bar'', u'HasTV': u'True', u'NoiseLevel': u'u'average'', u'RestaurantsAttire': u''casual'', u'BusinessAcceptsCreditCards': u'True', u'Music': u'{'dj': False}', u'Ambience': u'{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}', u'RestaurantsGoodForGroups': u'True', u'Caters': u'True', u'WiFi': u'u'free'', u'RestaurantsReservations': u'True', u'BusinessAcceptsBitcoin': u'False', u'BikeParking': u'False', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'HappyHour': u'True', u'WheelchairAccessible': u'True', u'DogsAllowed': u'True', u'RestaurantsTableService': u'True', u'OutdoorSeating': u'True', u'RestaurantsPriceRange2': u'2', u'RestaurantsDelivery': u'False', u'BestNights': u'{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}', u'GoodForMeal': u'{'dessert': True, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'CoatCheck': u'False', u'Smoking': u'u'outdoor'', u'GoodForDancing': u'False'}",FsCujpVh9Za2Dl5MIYLCxA,"Nightlife, Izakaya, Burgers, Sushi Bars, Restaurants, Japanese, Asian Fusion, Bars",Tempe,"{u'Monday': u'16:0-1:0', u'Tuesday': u'16:0-1:0', u'Friday': u'16:0-2:0', u'Wednesday': u'16:0-1:0', u'Thursday': u'16:0-1:0', u'Sunday': u'16:0-22:0', u'Saturday': u'16:0-2:0'}",1,33.4525298384,-111.926886571,Zu Izakaya Asian Kitchen,85281.0,660,4.5,AZ
14179,109896,12TH St And Indian School,"{u'Alcohol': u''none'', u'Caters': u'False', u'HasTV': u'False', u'NoiseLevel': u'u'average'', u'WiFi': u'u'no'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'BusinessAcceptsBitcoin': u'False', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'RestaurantsTakeOut': u'True'}",1C2SZ3IljVQj1tJim1wCVg,"Burgers, Restaurants, Food, Street Vendors, Food Trucks",Phoenix,"{u'Tuesday': u'19:0-23:0', u'Friday': u'19:0-23:0', u'Wednesday': u'19:0-23:0', u'Monday': u'19:0-23:0', u'Saturday': u'19:0-23:0'}",1,33.4729489,-112.0476466,Hamburger Yumi Yum,85006.0,8,5.0,AZ
14256,110490,3653 W Van Buren St,"{u'Alcohol': u''none'', u'HasTV': u'True', u'NoiseLevel': u''quiet'', u'RestaurantsAttire': u''casual'', u'BusinessAcceptsCreditCards': u'True', u'Ambience': u'{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}', u'RestaurantsGoodForGroups': u'True', u'Caters': u'False', u'WiFi': u'u'no'', u'RestaurantsReservations': u'False', u'BusinessAcceptsBitcoin': u'False', u'BikeParking': u'True', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'DriveThru': u'True', u'DogsAllowed': u'False', u'RestaurantsTableService': u'False', u'OutdoorSeating': u'False', u'RestaurantsPriceRange2': u'1', u'RestaurantsDelivery': u'False', u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}', u'BusinessParking': u'{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}', u'WheelchairAccessible': u'True'}",MldtbULi0uqWxduSyE663w,"Restaurants, Breakfast & Brunch, Fast Food, Burgers, American (Traditional)",Phoenix,"{u'Monday': u'6:0-20:0', u'Tuesday': u'6:0-20:0', u'Friday': u'6:0-20:0', u'Wednesday': u'6:0-20:0', u'Thursday': u'6:0-20:0', u'Sunday': u'8:0-17:30', u'Saturday': u'6:0-20:0'}",1,33.4510525,-112.1384107,XL California Burger Company,85009.0,28,3.0,AZ
14316,110952,"3121 W Peoria Ave, Ste 108","{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'Caters': u'True', u'HasTV': u'False', u'GoodForKids': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u''free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'Alcohol': u''none'', u'DriveThru': u'False', u'RestaurantsTableService': u'False'}",ZCC2rUvs2ydCzR6MjwnOQg,"Restaurants, Burgers",Phoenix,"{u'Monday': u'10:30-21:30', u'Tuesday': u'10:30-21:30', u'Friday': u'10:30-22:0', u'Wednesday': u'10:30-21:30', u'Thursday': u'10:30-21:30', u'Sunday': u'10:30-21:30', u'Saturday': u'10:30-22:0'}",1,33.5815118,-112.1266589,Smashburger,85029.0,78,3.5,AZ
14343,111258,10 N 24th St,"{u'Alcohol': u'u'none'', u'Caters': u'False', u'HasTV': u'False', u'GoodForKids': u'True', u'WiFi': u''no'', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}'}",4rwjCzSygI6batiXRGctrg,"Burgers, Restaurants, Fast Food",Phoenix,,1,33.4487202,-112.0305459,Carl's Jr,85034.0,19,2.5,AZ
14351,111289,1825 W Deer Valley Dr,"{u'HasTV': u'True', u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'Caters': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u''free'', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Alcohol': u''none'', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'ByAppointmentOnly': u'False', u'DriveThru': u'True', u'BYOBCorkage': u''no''}",Yk8WiriuHOkAXufUqGZMyg,"Burgers, Fast Food, Food, Restaurants, Ice Cream & Frozen Yogurt",Phoenix,"{u'Monday': u'10:0-22:0', u'Tuesday': u'10:0-22:0', u'Friday': u'10:0-22:0', u'Wednesday': u'10:0-22:0', u'Thursday': u'10:0-22:0', u'Sunday': u'10:0-22:0', u'Saturday': u'10:0-22:0'}",1,33.6831904911,-112.097922218,Culver's,85027.0,130,3.5,AZ
14393,111609,"9822 N 7th St, Ste 8","{u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'GoodForKids': u'True', u'NoiseLevel': u'u'very_loud'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'RestaurantsDelivery': u'False', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'Alcohol': u'u'none''}",9Uju4PPwIKNrBUOfsjBbkw,"Restaurants, Burgers",Phoenix,,0,33.5754388,-112.0651768,Burger Studio,85020.0,39,2.5,AZ
14486,112352,"1807 E Baseline Rd, Ste 101","{u'GoodForMeal': u'{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}', u'Alcohol': u'u'full_bar'', u'Caters': u'False', u'HasTV': u'True', u'BestNights': u'{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': True}', u'GoodForKids': u'False', u'NoiseLevel': u'u'average'', u'WiFi': u'u'free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'2', u'Music': u'{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'DriveThru': u'False', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}'}",emMNb3q6cbEDZyc_JAgoww,"Restaurants, Sports Bars, Burgers, Bars, Pool Halls, Nightlife",Tempe,"{u'Monday': u'0:0-0:0', u'Tuesday': u'11:0-1:0', u'Friday': u'11:0-2:0', u'Wednesday': u'11:0-1:0', u'Thursday': u'11:0-1:0', u'Sunday': u'10:0-0:0', u'Saturday': u'11:0-2:0'}",0,33.3774883907,-111.907313734,Lucky Break Bar,85283.0,153,3.0,AZ
14573,112915,626 W Union Hls,"{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}', u'Alcohol': u'u'none'', u'Caters': u'False', u'HasTV': u'False', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u'u'free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}'}",tcPVY5QCFL_roeouCY5SXQ,"Coffee & Tea, Food, Restaurants, Burgers, Fast Food",Phoenix,"{u'Monday': u'0:0-0:0', u'Tuesday': u'0:0-0:0', u'Friday': u'0:0-0:0', u'Wednesday': u'0:0-0:0', u'Thursday': u'0:0-0:0', u'Sunday': u'0:0-0:0', u'Saturday': u'0:0-0:0'}",1,33.655045228,-112.08249631,McDonald's,85027.0,22,2.5,AZ
14599,113045,2226 W Deer Valley Rd,"{u'GoodForMeal': u'{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'Caters': u'False', u'HasTV': u'False', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u''average'', u'WiFi': u'u'no'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'Alcohol': u'u'none''}",onhURB5hb6tKukQNPcBADw,"Burgers, Fast Food, Restaurants",Phoenix,"{u'Monday': u'9:0-23:0', u'Tuesday': u'9:0-23:0', u'Friday': u'9:0-0:0', u'Wednesday': u'9:0-23:0', u'Thursday': u'9:0-23:0', u'Sunday': u'10:0-23:0', u'Saturday': u'9:0-0:0'}",1,33.684204,-112.1083472,Wendy's,85027.0,24,4.0,AZ
14665,113572,"4803 E Ray Rd, Ste 101","{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'Caters': u'False', u'HasTV': u'False', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u''no'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'Alcohol': u'u'none''}",YwLZ6RDKKhPAoAOP5m_elA,"Fast Food, Restaurants, American (New), Burgers",Phoenix,"{u'Monday': u'11:0-22:0', u'Tuesday': u'11:0-22:0', u'Friday': u'11:0-22:0', u'Wednesday': u'11:0-22:0', u'Thursday': u'11:0-22:0', u'Sunday': u'11:0-22:0', u'Saturday': u'11:0-22:0'}",1,33.31898,-111.97993,Five Guys,85044.0,101,3.5,AZ
14687,113698,8668 E Shea Blvd,"{u'RestaurantsTableService': u'False', u'GoodForMeal': u'{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'Alcohol': u'u'none'', u'Caters': u'False', u'HasTV': u'True', u'GoodForKids': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u''free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'ByAppointmentOnly': u'False', u'DriveThru': u'True', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}'}",a58ItFHWoVwVWDqSH_9bEw,"Burgers, Food, Ice Cream & Frozen Yogurt, Restaurants, Fast Food",Scottsdale,"{u'Monday': u'10:30-22:0', u'Tuesday': u'10:30-22:0', u'Friday': u'10:30-23:0', u'Wednesday': u'10:30-22:0', u'Thursday': u'10:30-22:0', u'Sunday': u'10:30-22:0', u'Saturday': u'10:30-23:0'}",1,33.58274,-111.893652,Culver's,85260.0,115,3.0,AZ
14690,113715,1346 S Rural Rd,"{u'GoodForMeal': u'{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}', u'Alcohol': u'u'none'', u'Caters': u'False', u'HasTV': u'False', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u''no'', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsTableService': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}'}",AcgtsEyOco2WVJLgCGVwQA,"Burgers, Restaurants, Fast Food, American (Traditional)",Tempe,"{u'Monday': u'0:0-0:0', u'Tuesday': u'0:0-0:0', u'Friday': u'0:0-0:0', u'Wednesday': u'0:0-0:0', u'Thursday': u'0:0-0:0', u'Sunday': u'0:0-0:0', u'Saturday': u'0:0-0:0'}",1,33.413111252,-111.926683862,Whataburger,85281.0,72,3.0,AZ
14695,113763,620 E Carefree Hwy,"{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}', u'Caters': u'False', u'HasTV': u'True', u'GoodForKids': u'True', u'NoiseLevel': u''average'', u'WiFi': u''free'', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'False', u'BikeParking': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'RestaurantsTableService': u'False', u'RestaurantsDelivery': u'False', u'Ambience': u'{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}', u'RestaurantsTakeOut': u'True', u'OutdoorSeating': u'True', u'RestaurantsGoodForGroups': u'True', u'Alcohol': u''none''}",bFdXX34Ql59hmeuApRBmLg,"Fast Food, Burgers, Restaurants",Phoenix,"{u'Monday': u'6:0-22:0', u'Tuesday': u'6:0-22:0', u'Friday': u'6:0-22:0', u'Wednesday': u'6:0-22:0', u'Thursday': u'6:0-22:0', u'Sunday': u'7:0-22:0', u'Saturday': u'6:0-22:0'}",1,33.7995877,-112.0661038,Burger King,85085.0,9,1.5,AZ
14701,113816,1101 N 44th St,"{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}', u'GoodForKids': u'True', u'WiFi': u''paid'', u'RestaurantsReservations': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'3', u'RestaurantsDelivery': u'False', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True'}",9NDWU7w-Pau6gZwAxnJucw,"Restaurants, Burgers",Phoenix,"{u'Monday': u'17:0-22:0', u'Tuesday': u'17:0-22:0', u'Friday': u'17:0-22:0', u'Wednesday': u'17:0-22:0', u'Thursday': u'17:0-22:0', u'Sunday': u'17:0-22:0', u'Saturday': u'17:0-22:0'}",1,33.4602074,-111.9855324,Red Rim Bistro,85008.0,4,3.0,AZ
14707,113872,4740 E Baseline Rd,"{u'RestaurantsTableService': u'False', u'Caters': u'False', u'HasTV': u'False', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u''average'', u'WiFi': u''no'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'Alcohol': u'u'none'', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}'}",YWjfWHizWgHSsAPGfQChXw,"Restaurants, Fast Food, Burgers, American (Traditional), Food, Ice Cream & Frozen Yogurt",Phoenix,"{u'Monday': u'6:0-23:0', u'Tuesday': u'6:0-23:0', u'Friday': u'6:0-0:0', u'Wednesday': u'6:0-23:0', u'Thursday': u'6:0-23:0', u'Sunday': u'7:0-23:0', u'Saturday': u'6:0-0:0'}",1,33.3786925654,-111.979644079,Sonic Drive-In,85040.0,26,2.0,AZ
14710,113921,1844 W Baseline Rd,"{u'BusinessAcceptsCreditCards': u'True', u'RestaurantsGoodForGroups': u'True', u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}', u'GoodForKids': u'True', u'RestaurantsDelivery': u'False'}",9Wh8GuOO9cbXKd89WAICGg,"Coffee & Tea, Burgers, Fast Food, Restaurants, Food",Phoenix,"{u'Monday': u'5:0-0:0', u'Tuesday': u'5:0-0:0', u'Friday': u'5:0-4:0', u'Wednesday': u'5:0-0:0', u'Thursday': u'5:0-0:0', u'Sunday': u'5:0-0:0', u'Saturday': u'0:0-0:0'}",1,33.3782629,-112.0987226,McDonald's,85041.0,12,2.0,AZ
14751,114260,2508 N Central Ave,"{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'Caters': u'False', u'HasTV': u'False', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u''free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'DriveThru': u'False', u'Alcohol': u'u'none''}",3kVThNUM1mzz1lBtxdSJxw,"American (Traditional), Restaurants, Burgers, American (New), Breakfast & Brunch",Phoenix,"{u'Monday': u'0:0-0:0', u'Tuesday': u'0:0-0:0', u'Friday': u'0:0-0:0', u'Wednesday': u'0:0-0:0', u'Thursday': u'0:0-0:0', u'Sunday': u'0:0-0:0', u'Saturday': u'0:0-0:0'}",1,33.47559,-112.07402,IHOP,85004.0,132,2.5,AZ
